name,111_5e5,111_1e7,231_5e5,231_1e7,296_5e5,296_1e7
13120N2_1.0_1.0,5.786158642,7.736261569,1.793510238,4.627974578,0.620188328,3.362615789
13120N2_1.0_0.5,7.053657577,11.79290291,1.730475135,5.934735669,0.718368179,4.147619594
13121N2_1.0_1.0,6.0103777,10.00748632,1.34880969,5.254370143,0.514332274,3.661120355
13121N2_1.0_0.5,6.749114189,15.06784526,0.933215065,6.659512817,0.394594148,4.52141352
13122N2_1.0_1.0,6.312672904,12.15748871,1.53338802,6.180381293,0.647701749,4.389571519
13122N2_1.0_0.5,6.663382353,18.09065956,1.502834038,8.085098397,0.646984304,5.785542416
13123N2_1.0_1.0,5.78106633,11.65728805,1.77759138,5.823505994,0.723571208,4.207030128
13123N2_1.0_0.5,7.075617931,17.65433807,1.291233951,7.672911586,0.501668451,5.275123629
13130N2_1.0_1.0,7.107381412,28.14278685,1.156698267,11.68388414,0.601821559,8.365926483
13130N2_1.0_0.5,6.718982319,36.99631708,1.184863592,14.8278433,0.699028444,10.75120058
13150N2_1.0_1.0,7.691639184,13.78931985,1.17140601,6.457299541,0.43257565,4.282373152
13150N2_1.0_0.5,8.625928775,20.88304586,1.033018032,8.575639244,0.4499281,5.626410265
13160N2_1.0_1.0,7.210172346,15.34411117,1.130709963,6.993247961,0.4719053,4.742761976
13160N2_1.0_0.5,7.105364049,21.64563081,1.071632752,8.678100635,0.502703265,5.984819439
13161N2_1.0_1.0,7.638203185,27.26354581,0.817865593,10.09197127,0.453557462,6.79169116
13161N2_1.0_0.5,9.760117438,39.65236145,1.135619413,14.30519871,0.608928959,9.730253336
13170N2_1.0_1.0,5.497134376,19.09077764,0.914271657,7.805559254,0.420378786,5.352069826
13170N2_1.0_0.5,5.86542396,25.36958367,0.813050565,9.73246837,0.443428154,6.633705186
13180N3_1.0_1.0,3.172494525,3.899040649,0.581528549,2.184072615,0.17006912,1.434526993
13180N3_1.0_0.5,5.428111345,6.706454292,1.016841767,3.911967546,0.327486998,2.491926057
13181N3_1.0_1.0,4.011901341,4.892899211,1.112358558,2.983019621,0.329484069,2.041997461
13181N3_1.0_0.5,5.169588636,7.323645066,1.1081912,3.807385141,0.484785092,2.573487878
13182N3_1.0_1.0,3.195410779,3.530358288,1.50464289,2.58829233,0.703992937,1.978034302
13182N3_1.0_0.5,4.976654173,6.137613043,0.709649582,3.297687962,0.257165051,2.119112748
13190N2_1.0_1.0,4.739262208,7.821417764,0.691699759,3.695424272,0.244227072,2.336448113
13190N2_1.0_0.5,4.36691806,11.3220852,0.474850219,4.415072168,0.209943335,2.878218177
13191N2_1.0_1.0,6.135888918,14.05791823,0.985299394,6.33872086,0.38328584,4.314291099
13191N2_1.0_0.5,6.931296194,19.43563339,0.884919686,8.152393322,0.408351599,5.54586261
14010N2_1.0_1.0,6.136406243,10.11572474,1.534140913,5.193508947,0.611804419,3.664127825
14010N2_1.0_0.5,6.523041171,14.90511369,1.090697769,6.361320977,0.431577801,4.313247107
14020N2_1.0_1.0,5.578176186,10.37563315,1.102477055,5.106218859,0.438008191,3.542676213
14020N2_1.0_0.5,6.18660554,16.11748943,0.847264383,6.672433837,0.384938912,4.507202034
14030N2_1.0_1.0,6.896409032,25.56923229,1.101950106,10.67438394,0.556836319,7.567952975
14030N2_1.0_0.5,6.982398281,34.80632188,1.032707294,13.83144817,0.621351329,9.864662461
14040N2_1.0_1.0,5.759321577,19.65883158,1.449687191,8.515549182,0.739482425,6.175393465
14040N2_1.0_0.5,7.030915096,28.4767422,1.282415033,11.72748043,0.642054697,8.394369174
14060N2_1.0_1.0,6.206141402,11.81750255,0.821415275,5.194482696,0.321500362,3.408286191
14060N2_1.0_0.5,6.482819401,17.41106157,0.712143746,6.966041702,0.338476607,4.637855851
14070N2_1.0_1.0,6.216210804,19.0615167,1.477292239,8.199908581,0.648359233,5.86741067
14070N2_1.0_0.5,7.157083878,27.70121065,1.174837156,10.89611982,0.560222721,7.605659751
14071N2_1.0_1.0,5.324365012,16.88988041,1.239360922,7.112388025,0.556289075,5.025972907
14071N2_1.0_0.5,6.258513677,24.75903387,1.167930482,9.753337051,0.570542962,6.761534291
14072N2_1.0_1.0,6.988686886,20.18374582,1.1149046,8.251041384,0.489929243,5.637643322
14072N2_1.0_0.5,7.938361786,30.51755288,1.025466042,11.46901588,0.54273316,7.867169506
14073N2_1.0_1.0,5.382328391,17.11638077,0.844205535,6.861329315,0.396213208,4.718677025
14073N2_1.0_0.5,6.31563292,25.34794152,0.800202617,9.462255055,0.421566965,6.461026781
14080N2_1.0_1.0,6.971995832,22.80453162,1.308150761,9.762254085,0.574513962,6.961554938
14080N2_1.0_0.5,7.775392975,32.81846206,1.056611341,13.06253396,0.599822262,9.214505994
14090N2_1.0_1.0,7.169816479,15.64324372,1.133780846,7.086444112,0.442570815,4.824749959
14090N2_1.0_0.5,7.940263444,22.69460715,0.900285583,9.302999581,0.444411378,6.268201638
14091N2_1.0_1.0,7.327231586,15.58144367,1.30959236,7.386335074,0.516227211,5.101406701
14091N2_1.0_0.5,8.173455676,22.94976838,1.180995794,9.665455847,0.542306909,6.631707676
15010N2_1.0_1.0,6.298690851,17.95416054,1.230673078,7.716761366,0.514907079,5.358832284
15010N2_1.0_0.5,7.104157901,26.11699123,1.064501367,10.04821919,0.516285592,6.927612301
15020N2_1.0_1.0,7.055473648,18.98248684,1.078380525,8.107508755,0.483943857,5.601399243
15020N2_1.0_0.5,7.813231083,27.88824636,1.017282614,10.97092984,0.51897299,7.617129436
15021N2_1.0_1.0,5.975477836,18.87619831,1.135307604,7.850081168,0.513546556,5.575762961
15021N2_1.0_0.5,6.120717947,26.20648605,1.191264202,10.2953738,0.585095425,7.276306202
15030N2_1.0_1.0,6.198064412,11.13041476,1.725973719,5.699808982,0.700277641,4.087426442
15030N2_1.0_0.5,8.262705201,17.35066407,1.165498038,7.764818906,0.468411619,5.221650311
15031N2_1.0_1.0,7.049036492,16.61178457,1.541776584,7.497681136,0.620583134,5.290659055
15031N2_1.0_0.5,7.638666613,24.35047957,1.06794678,9.9735751,0.510994614,6.894931077
15040N2_1.0_1.0,4.573083115,8.683008292,0.693680571,3.999218497,0.263451643,2.669597234
15040N2_1.0_0.5,5.967284966,13.72495086,0.659792574,5.65715596,0.289036884,3.632886362
15060N2_1.0_1.0,5.868024369,12.49886912,0.942510313,5.377454496,0.366223473,3.580164893
15060N2_1.0_0.5,7.689236824,19.55605473,1.196676631,7.930235495,0.481378424,5.241816052
15061N2_1.0_1.0,6.019746492,16.06875537,0.847913369,6.603260539,0.370866826,4.430818938
15061N2_1.0_0.5,7.648086986,23.83271143,0.903865678,9.133471704,0.444503136,6.063327066
15070N2_1.0_1.0,6.750144659,18.26281924,1.366776203,8.196756294,0.568753826,5.775430109
15070N2_1.0_0.5,7.125611676,26.23681882,1.21045194,10.70204659,0.572660751,7.515879703
15071N2_1.0_1.0,6.031431101,16.96421563,1.466323409,7.627438419,0.589508842,5.462427696
15071N2_1.0_0.5,7.38972778,25.53942031,1.26372691,10.60701036,0.592604493,7.472688559
15072N2_1.0_1.0,6.673171735,16.00628193,0.922173158,6.823643523,0.386668384,4.588380699
15072N2_1.0_0.5,5.720182142,21.13737393,0.782150349,8.070792882,0.392721651,5.488920276
15080N2_1.0_1.0,6.169258644,13.27284418,0.807732415,5.680694476,0.339131522,3.754652472
15080N2_1.0_0.5,6.913666036,18.70841713,0.854689174,7.468611991,0.376397985,4.942087622
15081N2_1.0_1.0,5.153281477,14.81717951,0.71878879,6.035775931,0.326954924,4.111280277
15081N2_1.0_0.5,5.539939,21.06886882,0.712111478,7.974633662,0.375804661,5.39544223
15090N2_1.0_1.0,5.146509308,15.97092585,0.719019166,6.415908464,0.334105256,4.336809149
15090N2_1.0_0.5,8.650126321,24.77075473,1.285964071,10.1177384,0.56154115,6.948097265
15091N2_1.0_1.0,6.653326205,13.80199827,1.143168114,6.28367898,0.441308828,4.213320434
15091N2_1.0_0.5,7.008087284,19.80297072,1.074533319,7.83278655,0.463087107,5.279842474
15100N2_1.0_1.0,6.666543036,21.46851846,1.512027882,9.365572217,0.682567854,6.76640991
15100N2_1.0_0.5,6.608164419,30.3006498,1.316491116,12.15787675,0.647816632,8.795596659
15110N2_1.0_1.0,6.102392576,23.89744648,0.77655145,8.92297442,0.406308435,6.060726259
15110N2_1.0_0.5,6.719850836,33.78147805,1.009892049,12.18458461,0.549884594,8.45054745
15111N2_1.0_1.0,7.545080342,28.58911862,0.964451484,11.05576369,0.514784499,7.529700925
15111N2_1.0_0.5,6.881495699,32.82122661,0.952448514,12.7610658,0.574852314,8.871416049
15131N2_1.0_1.0,7.313705388,30.90300531,1.203495343,11.84081808,0.601181996,8.178836842
15131N2_1.0_0.5,8.015828399,40.13215324,1.184082853,15.02445346,0.672919937,10.49607178
15140N2_1.0_1.0,6.578720853,15.80660106,1.342253938,7.250589188,0.606790793,5.054848468
15140N2_1.0_0.5,8.469148967,24.49490837,1.210753642,10.50519503,0.539079342,7.290753735
15150N2_1.0_1.0,6.343270412,17.59671318,0.791247359,7.021475226,0.372095807,4.653804315
15150N2_1.0_0.5,5.940525477,23.53998419,0.73294428,8.624872413,0.399196589,5.899622
15161N2_1.0_1.0,6.222579472,17.67719953,0.912812771,7.232308829,0.416352844,4.943626548
15161N2_1.0_0.5,6.135840437,23.91930945,0.837455146,8.986780885,0.420232986,6.098848873
15162N2_1.0_1.0,4.801586748,6.220447766,1.163902828,3.459057602,0.412045175,2.394985643
15162N2_1.0_0.5,6.84860482,11.61022516,0.960846462,5.359098192,0.362326001,3.517029905
15163N2_1.0_1.0,4.838679791,10.44874226,0.970899993,4.891380188,0.37039047,3.407871132
15163N2_1.0_0.5,4.887230523,15.92415787,0.610746727,6.260409809,0.305526443,4.246139049
15170N2_1.0_1.0,4.641071813,8.322807113,1.097806822,4.006330518,0.425384004,2.776256462
15170N2_1.0_0.5,5.536993519,11.84352219,0.770004199,5.133577041,0.315019351,3.394389008
15171N2_1.0_1.0,4.306388292,6.313947433,0.675327293,3.089349708,0.249449796,1.998969417
15171N2_1.0_0.5,5.564327008,9.71641513,0.716132446,4.245964389,0.278036041,2.727185969
15180N2_1.0_1.0,7.014192779,20.52950186,1.024909984,8.590545797,0.473769139,5.894538091
15180N2_1.0_0.5,6.634147931,26.31239678,0.988566923,10.30811274,0.510402258,7.129173394
15181N2_1.0_1.0,6.484145139,23.98870786,0.896228574,9.620004833,0.466731441,6.72967634
15181N2_1.0_0.5,7.012894899,31.23189876,0.97090288,12.09432932,0.552026733,8.487544116
15182N2_1.0_1.0,7.446999046,23.3062997,0.864867259,9.521278056,0.449813418,6.510302175
15182N2_1.0_0.5,6.323091959,29.38353743,1.023472763,11.35334865,0.552999813,8.064977698
15183N2_1.0_1.0,7.354596479,21.70548344,1.050235767,9.025650077,0.47351819,6.296704259
15183N2_1.0_0.5,6.550616604,27.78569317,0.834577172,10.60730843,0.492804427,7.369661168
15184N2_1.0_1.0,7.024380537,24.26686287,1.018897064,9.897451013,0.503231289,6.956297591
15184N2_1.0_0.5,6.909371867,31.08699539,0.949367238,12.07398758,0.553676243,8.398074017
15185N2_1.0_1.0,6.659692169,21.087991,1.196551147,8.881569815,0.518803809,6.230722686
15185N2_1.0_0.5,6.732644992,27.40610945,1.037643103,10.69762705,0.546201171,7.490622493
15186N2_1.0_1.0,7.984781287,27.42272816,1.129456063,11.71969481,0.593466631,8.28096451
15186N2_1.0_0.5,7.448573872,36.84999179,1.318272139,14.95113238,0.721022848,10.86460331
15220N2_1.0_1.0,6.369612984,9.25418891,1.637241881,4.813069235,0.663716131,3.340885045
15220N2_1.0_0.5,7.190744996,15.35202371,1.075825754,6.63409375,0.43275254,4.405381557
15240N2_1.0_1.0,7.476995799,24.54646591,1.192142011,9.781459196,0.532926063,6.769789138
15240N2_1.0_0.5,6.818246232,30.53537275,0.970369657,11.51083538,0.546582264,8.15313134
15250N2_1.0_1.0,6.145288915,15.06342847,1.465475272,6.902423521,0.642294406,4.903101595
15250N2_1.0_0.5,7.690486532,23.2585383,1.007709176,9.715732642,0.487546186,6.681765634
15251N2_1.0_1.0,6.903194584,15.50876667,1.310848591,7.206288803,0.51820127,5.051412657
15251N2_1.0_0.5,7.322913652,23.04938695,1.15949645,9.641227049,0.532564868,6.705643933
15252N2_1.0_1.0,6.406756331,14.64030284,1.560205625,6.869623935,0.638960198,4.869194449
15252N2_1.0_0.5,8.240047246,22.47380129,0.980515956,9.367175882,0.473076344,6.34257714
15253N2_1.0_1.0,6.544755683,13.43066726,1.563594368,6.572823414,0.608360852,4.643247186
15253N2_1.0_0.5,6.812830601,19.6452836,1.398142665,8.387533011,0.586515869,5.859886945
16011N2_1.0_1.0,6.564069923,16.99440958,1.54003884,7.76231677,0.678723921,5.536088367
16011N2_1.0_0.5,7.197388398,24.84323884,1.304755569,10.29918552,0.603146019,7.297435134
16030N2_1.0_1.0,6.824627768,17.64969604,1.008681371,7.679869053,0.43954186,5.281029837
16030N2_1.0_0.5,7.385772394,25.53010611,1.112406153,10.36592793,0.542702643,7.164982512
16031N2_1.0_1.0,6.261190166,18.13785542,1.195928431,7.964074979,0.493164903,5.583466111
16031N2_1.0_0.5,7.106682089,26.41203925,0.905600724,10.45853981,0.493148374,7.179757122
16032N2_1.0_1.0,6.191846156,16.5141812,1.081506266,7.242174217,0.467748113,5.008159411
16032N2_1.0_0.5,7.55212589,24.33236633,1.120304382,9.892439584,0.509324276,6.783837044
16040N2_1.0_1.0,3.92229701,5.652137065,0.629107602,2.798262444,0.244252237,1.818371611
16040N2_1.0_0.5,6.004266999,9.25887456,0.989043056,4.402823529,0.36257986,2.824696644
16041N2_1.0_1.0,4.044956135,5.882940735,0.960802939,3.165912693,0.352899769,2.153681178
16041N2_1.0_0.5,5.356884012,10.25705595,0.926144443,4.59129974,0.417707637,3.067590559
16050N2_1.0_1.0,6.073403386,21.45979378,0.968702535,8.233338908,0.453740401,5.645875526
16050N2_1.0_0.5,6.144422917,24.91910693,0.703874534,9.035002815,0.40091598,6.086613878
16051N2_1.0_1.0,7.272221499,23.36184274,1.146291983,9.420457983,0.51393947,6.479021726
16051N2_1.0_0.5,7.96297275,30.19420373,0.900501382,11.29951382,0.512001753,7.753090036
16052N2_1.0_1.0,7.506047794,36.12613237,1.029616175,13.40118717,0.602160501,9.380956628
16052N2_1.0_0.5,7.5224839,39.02415164,1.027412368,14.32689725,0.63605797,10.036432
16053N2_1.0_1.0,7.177512157,31.79359404,1.070119735,12.12439166,0.575083282,8.430338943
16053N2_1.0_0.5,7.57005882,36.76561585,1.010401032,13.63404417,0.615681594,9.493823918
16054N2_1.0_1.0,8.110880785,25.32751695,1.01236772,9.944813199,0.506886748,6.735417819
16054N2_1.0_0.5,8.059475176,30.88353996,0.924501299,11.55148089,0.524638567,7.829152263
16055N2_1.0_1.0,7.483511675,25.49045021,1.110304922,10.21011754,0.513099189,7.013477136
16055N2_1.0_0.5,7.759965204,32.26372481,0.951742324,12.17559895,0.548403227,8.431102956
16056N2_1.0_1.0,8.24131459,32.69227381,1.017371651,12.5852613,0.56588913,8.645083169
16056N2_1.0_0.5,8.384907253,38.18536541,1.051202722,14.09817723,0.608154953,9.694506217
16057N2_1.0_1.0,8.359102956,36.67747241,1.059656006,13.60387244,0.61208567,9.37678217
16057N2_1.0_0.5,8.376490571,39.85037278,1.050493268,14.43872067,0.637347126,10.02061441
16060N2_1.0_1.0,8.650176241,13.68332419,1.320766382,6.645973485,0.495998187,4.328231262
16060N2_1.0_0.5,9.850549209,21.20392652,1.119117585,8.797648323,0.490933575,5.658081965
16061N2_1.0_1.0,9.930163973,44.13267445,1.418263183,17.91974069,0.837215193,12.80143763
16061N2_1.0_0.5,10.83826013,68.26266431,1.931306532,27.14640743,1.216483801,19.8726617
16080N2_1.0_1.0,6.619325286,13.09803065,1.240282172,6.278874156,0.504838472,4.339003008
16080N2_1.0_0.5,6.772209605,19.25560186,1.058278806,8.122325648,0.461734663,5.600164883
16110N3_1.0_1.0,10.29225711,46.73331957,1.382591417,17.94952889,0.777479059,12.64436425
16110N3_1.0_0.5,10.93609204,68.24232055,1.800388312,25.79352308,1.117212569,18.47694784
16111N3_1.0_1.0,9.720116429,44.27981175,1.41827996,16.79991657,0.773336324,11.78179854
16111N3_1.0_0.5,10.58438859,64.92149487,1.703427834,24.06087188,1.080122963,17.15201496
16130N3_1.0_1.0,11.38160287,65.16006453,1.912798289,26.08407508,1.181775142,19.10378947
16130N3_1.0_0.5,12.31934274,92.86180181,2.485030865,36.68561969,1.623991291,27.22720735
16140N2_1.0_1.0,4.689264813,9.758396113,0.808922184,4.518553437,0.321680303,3.062416468
16140N2_1.0_0.5,5.361672837,15.09257281,0.791134834,6.183736014,0.35929202,4.206958064
16141N2_1.0_1.0,7.410663081,16.1751463,1.266924511,7.269879466,0.54299482,4.95084534
16141N2_1.0_0.5,8.119900397,22.78720634,1.009519708,9.654113104,0.493272466,6.626088134
16142N2_1.0_1.0,7.223633547,15.85047002,1.424566018,7.402602378,0.587994575,5.132046729
16142N2_1.0_0.5,7.541470258,23.04308924,1.251256973,9.680092633,0.573207226,6.696269782
16170N2_1.0_1.0,6.121965357,12.38688197,1.437405183,5.938341256,0.596196487,4.18709498
16170N2_1.0_0.5,5.934948827,17.70046612,1.334057816,7.507039636,0.675240246,5.221621949
16171N2_1.0_1.0,5.925684654,14.28994269,1.37048963,6.403814696,0.55749869,4.5131975
16171N2_1.0_0.5,6.204527221,19.80548065,1.211265409,8.053076729,0.522006178,5.594775065
16172N2_1.0_1.0,6.579375495,15.05115561,1.398991266,6.989744308,0.590648617,4.9327449
16172N2_1.0_0.5,7.709847665,23.10330021,1.033654146,9.60149373,0.502198958,6.640441165
16173N2_1.0_1.0,6.856441483,19.41156426,1.351761158,8.63219485,0.610503771,6.098867117
16173N2_1.0_0.5,7.406004274,28.95199388,1.168091961,11.76056551,0.601099084,8.299498335
16174N2_1.0_1.0,6.746510874,18.95486578,1.356425578,8.420754849,0.625060498,5.967122063
16174N2_1.0_0.5,7.53212608,28.37615262,1.15222599,11.570231,0.588380295,8.204897173
16190N2_1.0_1.0,6.109034885,8.849828711,1.293102664,4.695921248,0.51319366,3.197927375
16190N2_1.0_0.5,8.026093912,13.94181047,0.92250287,6.254082935,0.35580014,4.021458409
16191N2_1.0_1.0,4.930962275,7.170733787,1.202193377,3.755015118,0.491844254,2.542034293
16191N2_1.0_0.5,7.137919963,12.76331806,0.864907764,5.532844658,0.343862997,3.501042903
16230N2_1.0_1.0,5.316064761,7.39825677,1.835836554,4.012043317,0.686724977,2.951312623
16230N2_1.0_0.5,6.55605167,11.22890433,1.202948783,5.313859469,0.445092869,3.485340132
16250N3_1.0_1.0,10.36560244,42.14792461,1.339982245,16.91890387,0.779067292,11.86129951
16250N3_1.0_0.5,11.27600353,64.30654842,1.898187685,25.36247166,1.141634108,18.28809554
16251N3_1.0_1.0,11.17521366,28.1859803,1.267284698,11.38933777,0.565262427,7.544634454
16251N3_1.0_0.5,11.37836478,41.9060456,1.412746493,15.54910293,0.748795305,10.46321555
16271N2_1.0_1.0,5.707902695,10.67714247,1.458787029,5.42341111,0.599322199,3.840761461
16271N2_1.0_0.5,5.949227754,16.23244826,1.061398973,7.022717548,0.490223341,4.884536649
16272N2_1.0_1.0,6.23437809,13.06888049,1.025130988,6.176960054,0.391087447,4.267233434
16272N2_1.0_0.5,6.665428823,19.69219826,1.020611993,8.400263712,0.454458718,5.855027918
16273N2_1.0_1.0,4.531348301,14.39512342,0.787056885,5.899455746,0.354888396,4.064964678
16273N2_1.0_0.5,5.858755682,21.70696326,0.812150614,8.339305273,0.415132098,5.721651532
16310N2_1.0_1.0,4.119312886,6.690517355,0.650413917,3.029038329,0.22863123,1.972379539
16310N2_1.0_0.5,6.219613906,10.26942612,0.998752609,4.723124478,0.356581219,3.08501221
16311N2_1.0_1.0,5.55372195,7.82796625,1.076451845,4.104498958,0.381321764,2.764862955
16311N2_1.0_0.5,4.847664672,10.78100662,0.480591272,4.269251221,0.213589899,2.705519064
16312N2_1.0_1.0,6.197156055,15.43652135,0.675810083,6.416897247,0.316751617,4.25296793
16312N2_1.0_0.5,6.013228263,21.74810364,0.75653151,8.213916007,0.393429033,5.600240005
16330N2_1.0_1.0,8.166754596,15.3159565,1.183223806,7.112081938,0.45351618,4.729811786
16330N2_1.0_0.5,8.499195544,22.16244112,0.948478454,9.214278084,0.452301714,6.16703222
16331N2_1.0_1.0,6.94655068,14.53434751,1.46586432,6.888839047,0.648285333,4.810004303
16331N2_1.0_0.5,6.980827642,21.19866751,1.240738971,9.101283691,0.582375769,6.36477591
16340N2_1.0_1.0,6.091952147,10.78773994,1.235099136,5.18981131,0.466411438,3.585440462
16340N2_1.0_0.5,6.636816201,15.01335307,0.918111264,6.497265834,0.375446253,4.331231598
16360N2_1.0_1.0,7.304461694,13.13734426,1.112631722,6.249184918,0.413176086,4.173609952
16360N2_1.0_0.5,8.221106394,19.37674335,1.034845828,8.227167568,0.448121483,5.443391169
16361N2_1.0_1.0,7.539924604,16.87478052,1.003867533,7.55007769,0.447544192,5.111363993
16361N2_1.0_0.5,8.306554156,25.30137128,0.992669906,10.34113861,0.505166996,7.029933477
16380N2_1.0_1.0,6.812062277,17.42266753,1.464030281,8.113248465,0.689105336,5.736883394
16380N2_1.0_0.5,7.712750656,26.14432784,1.310146665,11.29079623,0.644693066,8.044114868
16390N2_1.0_1.0,5.912384675,14.70485038,0.79972543,6.215347671,0.3431639,4.135627945
16390N2_1.0_0.5,5.991963229,20.60028137,0.717574564,7.763322841,0.361291078,5.241149007
16400N2_1.0_1.0,5.946184372,16.3009784,0.780965008,6.728414534,0.357296852,4.50161354
16400N2_1.0_0.5,7.490562335,25.03021005,0.890238686,9.674199207,0.458524089,6.569809898
16420N2_1.0_1.0,5.129875269,20.62949805,0.602114966,7.313420499,0.331646989,4.896422167
16420N2_1.0_0.5,5.423939287,24.14800487,0.634114487,8.298421172,0.348806508,5.602784975
16440N2_1.0_1.0,6.554624282,16.7425399,1.186537016,7.445166371,0.483035341,5.227674934
16440N2_1.0_0.5,6.902515362,24.16945356,1.052302878,9.873524141,0.513620809,6.841602312
16450N2_1.0_1.0,7.337950502,15.96637542,1.232625529,7.137182892,0.474246901,4.860317087
16450N2_1.0_0.5,7.772308252,23.17112492,0.939115521,9.161427827,0.467665467,6.141480344
16460N2_1.0_1.0,6.264763189,17.47995938,1.461562404,7.807413435,0.652571776,5.607294368
16460N2_1.0_0.5,7.260128751,25.59967932,1.201151006,10.61445793,0.58998142,7.480255425
16480N2_1.0_1.0,6.363472083,10.68773767,1.648052282,5.541159022,0.676629241,3.93989723
16480N2_1.0_0.5,6.731410083,16.52778187,1.208179502,7.129242136,0.471306923,4.916095759
16481N2_1.0_1.0,6.728682199,10.4498065,1.602229813,5.617636899,0.609749874,3.906473473
16481N2_1.0_0.5,7.523135834,16.12512051,1.099038438,7.194098219,0.456346756,4.854577856
16490N2_1.0_0.5,6.464635725,11.07205103,0.940988901,4.879647694,0.34385335,3.071151278
16510N2_1.0_1.0,4.298744601,6.231359073,0.94455479,3.354315958,0.310187956,2.287057326
16510N2_1.0_0.5,5.657425377,10.27708481,0.677340792,4.662614596,0.267160621,2.985414438
17000N2_1.0_1.0,5.909499321,16.70428787,1.251466426,7.268668298,0.583891082,5.127378394
17000N2_1.0_0.5,5.794884559,21.909907,1.001283565,8.779281909,0.466763287,6.094172519
17030N2_1.0_1.0,7.039001507,14.85817995,1.142522185,6.769170208,0.443247641,4.620867626
17030N2_1.0_0.5,7.377888653,21.58082146,0.989591142,9.065590087,0.470041294,6.244521252
17040N2_1.0_1.0,6.013463165,10.24554421,1.090770314,5.122234959,0.399397449,3.453012531
17040N2_1.0_0.5,6.256961472,14.9508763,1.046809767,6.30278573,0.437399349,4.272407945
17050N2_1.0_1.0,6.770954793,16.79642263,1.160433242,7.582971981,0.494622149,5.276170667
17050N2_1.0_0.5,6.157656974,23.08769274,1.019518762,9.320643308,0.488578853,6.565376399
17060N2_1.0_1.0,4.8914732,6.599734362,1.188938953,3.715994273,0.448051666,2.630546913
17060N2_1.0_0.5,6.029059244,10.85508874,0.889605285,5.043684358,0.357234787,3.325150472
17061N2_1.0_1.0,4.09609839,4.924079707,1.129304827,3.013768919,0.408115577,2.144315311
17061N2_1.0_0.5,5.860633664,8.40315755,0.813608822,4.141306081,0.294473709,2.705388822
17070N2_1.0_1.0,6.329275218,17.07710826,1.620423549,7.70213257,0.686874768,5.534012516
17070N2_1.0_0.5,7.243101794,25.19912452,1.135709212,10.30246721,0.530918122,7.233397859
17091N3_1.0_1.0,1.784487311,2.727676334,0.153468072,1.155569248,0.052626336,0.652637354
17091N3_1.0_0.5,2.501342465,3.982855821,0.189818485,1.605533097,0.062490254,0.871667119
17100N2_1.0_1.0,6.757274479,16.7106678,1.437910095,7.605233239,0.600368,5.390848477
17100N2_1.0_0.5,6.56660638,23.29909306,1.2770449,9.629871295,0.572760572,6.817060956
17130N2_1.0_1.0,5.621330904,12.55292846,0.97184208,5.659850008,0.39226223,3.901523621
17130N2_1.0_0.5,5.954490917,18.04317379,0.774651309,7.394891917,0.366861638,5.042070053
17131N2_1.0_1.0,5.404691786,13.16005967,0.788623112,5.627490165,0.327002516,3.800097724
17131N2_1.0_0.5,5.348150459,17.99516266,0.672915081,6.987630353,0.347016845,4.744042724
17150N2_1.0_1.0,5.640090947,17.09249669,1.134403394,7.345802432,0.528972836,5.234494969
17150N2_1.0_0.5,5.442743276,24.17143366,1.044845756,9.648505693,0.509576902,6.902399938
17151N2_1.0_1.0,4.838382827,14.79111037,1.055149443,6.345677369,0.547532235,4.529356953
17151N2_1.0_0.5,6.130019723,21.80727173,1.329075674,8.785813654,0.666659513,6.32525922
17152N2_1.0_1.0,5.872901382,16.50096594,1.158898319,7.204786791,0.530674893,5.080279673
17152N2_1.0_0.5,6.062537012,23.73644819,1.098885748,9.483103982,0.525869805,6.652008095
17153N2_1.0_1.0,5.23487516,15.83047845,0.889797116,6.616256996,0.389063084,4.601470217
17153N2_1.0_0.5,6.559736875,23.3054806,1.11610276,9.438627146,0.508821545,6.563250737
17154N2_1.0_1.0,4.586705349,15.61516004,0.91838441,6.352625142,0.421699961,4.461147854
17154N2_1.0_0.5,4.936141928,21.86624819,0.753170863,8.449575431,0.402188728,5.878789581
17155N2_1.0_1.0,4.631507165,16.14763595,0.610241903,6.271416618,0.301828471,4.306012198
17155N2_1.0_0.5,5.635494651,24.26476636,0.755144393,9.091947973,0.418759663,6.321536007
17156N2_1.0_1.0,3.729893535,6.846927168,0.435740321,2.901213862,0.150681875,1.77618049
17156N2_1.0_0.5,5.319421667,10.78842377,0.511932638,4.073420581,0.209321303,2.543690181
17160N3_1.0_1.0,10.43693962,42.69777449,1.373966309,16.99148685,0.781301612,12.0209751
17160N3_1.0_0.5,10.92724555,63.4629461,1.721904527,24.66906008,1.069708136,17.72421588
17161N3_1.0_1.0,10.41182582,26.17177076,1.306913407,10.81681662,0.571174765,7.236098339
17161N3_1.0_0.5,11.17867398,38.90605741,1.369210605,14.77237013,0.6964087,9.987181296
17162N3_1.0_1.0,10.43770459,43.43303778,1.416561958,17.36500969,0.78626456,12.19209376
17162N3_1.0_0.5,11.35626838,65.5447824,1.770549594,25.52417382,1.134702968,18.2748542
17163N3_1.0_1.0,10.05092229,25.90180034,1.337592466,10.75566365,0.589415097,7.228203812
17163N3_1.0_0.5,10.35090306,38.58617362,1.295484178,14.51627104,0.687627121,9.851070677
17170N2_1.0_1.0,5.850990864,9.011405656,1.364702111,4.660032436,0.548586657,3.250185164
17170N2_1.0_0.5,6.374024948,14.20068964,1.798666359,6.169959571,0.859144722,4.347343986
