,name,PLD,LCD,ASA,Density,VF,T,DC
1315,2016bN2,27.9177,28.17859,989.193,0.401406,0.7956,231,1.960820723265986
1316,2016bN2,27.9177,28.17859,989.193,0.401406,0.7956,296,1.4294353765259635
1317,20170N2,15.7228,16.28767,1288.05,0.617743,0.7002,111,3.255258847786792
1318,20170N2,15.7228,16.28767,1288.05,0.617743,0.7002,231,1.3333013128375373
1319,20170N2,15.7228,16.28767,1288.05,0.617743,0.7002,296,0.912620173119793
1320,20172N2,9.54835,10.51587,1333.68,0.775313,0.6258,111,2.1621977893837454
1321,20172N2,9.54835,10.51587,1333.68,0.775313,0.6258,231,0.8826672727112983
1322,20172N2,9.54835,10.51587,1333.68,0.775313,0.6258,296,0.5848277306056927
1323,20180N2,18.37475,18.8685,1175.26,0.558898,0.7248,111,3.4478472691538466
1324,20180N2,18.37475,18.8685,1175.26,0.558898,0.7248,231,1.3318867257696982
1325,20180N2,18.37475,18.8685,1175.26,0.558898,0.7248,296,0.9406699884879759
1326,20181N2,18.21624,18.58453,1183.52,0.583157,0.7228,111,3.2286022003956028
1327,20181N2,18.21624,18.58453,1183.52,0.583157,0.7228,231,1.226022322809466
1328,20181N2,18.21624,18.58453,1183.52,0.583157,0.7228,296,0.8656895886523681
1329,20182N2,18.90684,19.43765,1165.8,0.54192,0.7212,111,3.5947169018990235
1330,20182N2,18.90684,19.43765,1165.8,0.54192,0.7212,231,1.3680330661831122
1331,20182N2,18.90684,19.43765,1165.8,0.54192,0.7212,296,0.9809924006926264
1332,20190N2,23.794,24.0517,1064.95,0.423158,0.7884,111,4.835131920972966
1333,20190N2,23.794,24.0517,1064.95,0.423158,0.7884,231,1.9093196909008094
1334,20190N2,23.794,24.0517,1064.95,0.423158,0.7884,296,1.3836705640431823
1335,20191N2,30.21251,30.37948,923.693,0.377262,0.8122,111,5.375011757037928
1336,20191N2,30.21251,30.37948,923.693,0.377262,0.8122,231,2.165985621383509
1337,20191N2,30.21251,30.37948,923.693,0.377262,0.8122,296,1.6126272556782106
1338,20201N2,16.54998,16.79344,1214.01,0.600893,0.6872,111,3.1472925574751875
1339,20201N2,16.54998,16.79344,1214.01,0.600893,0.6872,231,1.2845104048085754
1340,20201N2,16.54998,16.79344,1214.01,0.600893,0.6872,296,0.9008081454500704
1341,20202N2,28.39031,28.74787,961.808,0.394082,0.792,111,5.011290875051878
1342,20202N2,28.39031,28.74787,961.808,0.394082,0.792,231,2.0227847020754037
1343,20202N2,28.39031,28.74787,961.808,0.394082,0.792,296,1.4744453295477884
1344,20203N2,32.5236,32.95889,1066.59,0.467079,0.7424,111,4.127199780653201
1345,20203N2,32.5236,32.95889,1066.59,0.467079,0.7424,231,1.7163823535578964
1346,20203N2,32.5236,32.95889,1066.59,0.467079,0.7424,296,1.212799095590547
1347,20210N2,15.76019,16.19017,1343.45,0.486203,0.7554,111,4.325317647350846
1348,20210N2,15.76019,16.19017,1343.45,0.486203,0.7554,231,1.691984950938735
1349,20210N2,15.76019,16.19017,1343.45,0.486203,0.7554,296,1.1821747090040695
1350,20211N2,20.37253,20.90007,1204.87,0.412557,0.7766,111,5.096320836163524
1351,20211N2,20.37253,20.90007,1204.87,0.412557,0.7766,231,2.015204655122307
1352,20211N2,20.37253,20.90007,1204.87,0.412557,0.7766,296,1.4178271952475072
1353,20220N2,16.41854,16.79371,1267.58,0.539296,0.7352,111,3.6983214337551074
1354,20220N2,16.41854,16.79371,1267.58,0.539296,0.7352,231,1.4655735262893208
1355,20220N2,16.41854,16.79371,1267.58,0.539296,0.7352,296,1.0354705274595506
1356,20250N2,32.60807,32.80324,919.047,0.320416,0.8262,111,6.100090960491641
1357,20250N2,32.60807,32.80324,919.047,0.320416,0.8262,231,2.5133916165135948
1358,20250N2,32.60807,32.80324,919.047,0.320416,0.8262,296,1.843672983081303
1359,20260N3,11.71874,11.9102,955.865,0.9442,0.481,111,1.257844670084495
1360,20260N3,11.71874,11.9102,955.865,0.9442,0.481,231,0.5377445085517429
1361,20260N3,11.71874,11.9102,955.865,0.9442,0.481,296,0.35572198180814696
1362,20261N3,16.14796,16.30386,1000.43,0.779671,0.5738,111,1.9800487095379276
1363,20261N3,16.14796,16.30386,1000.43,0.779671,0.5738,231,0.770202218319724
1364,20261N3,16.14796,16.30386,1000.43,0.779671,0.5738,296,0.5407366946759573
1365,20280N2,15.25916,15.76505,1234.89,0.620781,0.6884,111,3.0150880814288072
1366,20280N2,15.25916,15.76505,1234.89,0.620781,0.6884,231,1.1309645943772093
1367,20280N2,15.25916,15.76505,1234.89,0.620781,0.6884,296,0.7778492404123669
1368,20281N2,21.91682,22.52009,1134.73,0.47916,0.7552,111,4.156349180524767
1369,20281N2,21.91682,22.52009,1134.73,0.47916,0.7552,231,1.627832764508984
1370,20281N2,21.91682,22.52009,1134.73,0.47916,0.7552,296,1.1455701306759505
1371,20282N2,20.59511,21.12963,1170.87,0.499172,0.7494,111,3.97207926694578
1372,20282N2,20.59511,21.12963,1170.87,0.499172,0.7494,231,1.5748894797626136
1373,20282N2,20.59511,21.12963,1170.87,0.499172,0.7494,296,1.1088173931868606
1374,20290N2,8.01596,8.77659,1314.91,0.831244,0.582,111,1.671451104688119
1375,20290N2,8.01596,8.77659,1314.91,0.831244,0.582,231,0.7800589349490261
1376,20290N2,8.01596,8.77659,1314.91,0.831244,0.582,296,0.497533605203289
1377,20300N2,19.50737,19.91002,1196.27,0.501763,0.7518,111,4.080828707374648
1378,20300N2,19.50737,19.91002,1196.27,0.501763,0.7518,231,1.580973321052897
1379,20300N2,19.50737,19.91002,1196.27,0.501763,0.7518,296,1.1146261480657502
1380,20310N2,27.02253,27.23706,1098.13,0.316076,0.8382,111,6.671729015574961
1381,20310N2,27.02253,27.23706,1098.13,0.316076,0.8382,231,2.7082171856909554
1382,20310N2,27.02253,27.23706,1098.13,0.316076,0.8382,296,1.9681848785562361
1383,20311N2,32.9942,33.26526,989.633,0.280503,0.859,111,6.813064680305274
1384,20311N2,32.9942,33.26526,989.633,0.280503,0.859,231,2.7714238474511075
1385,20311N2,32.9942,33.26526,989.633,0.280503,0.859,296,2.058340165614305
1386,20320N2,32.11596,32.47108,890.204,0.342964,0.8296,111,5.758924469860573
1387,20320N2,32.11596,32.47108,890.204,0.342964,0.8296,231,2.3309107737685486
1388,20320N2,32.11596,32.47108,890.204,0.342964,0.8296,296,1.7070121425017888
1389,20321N2,24.52893,25.04149,1018.66,0.467003,0.778,111,4.361312915051606
1390,20321N2,24.52893,25.04149,1018.66,0.467003,0.778,231,1.7414883304890834
1391,20321N2,24.52893,25.04149,1018.66,0.467003,0.778,296,1.2589668430999885
1392,20331N2,17.6374,17.92327,1235.28,0.53257,0.7152,111,3.894552195556552
1393,20331N2,17.6374,17.92327,1235.28,0.53257,0.7152,231,1.4960605981737312
1394,20331N2,17.6374,17.92327,1235.28,0.53257,0.7152,296,1.046760553995191
1395,20340N2,13.98775,14.67184,1179.22,0.695968,0.643,111,2.555939357644819
1396,20340N2,13.98775,14.67184,1179.22,0.695968,0.643,231,0.9605139498272115
1397,20340N2,13.98775,14.67184,1179.22,0.695968,0.643,296,0.667145319896261
1398,20341N2,19.54583,19.70949,1083.93,0.54873,0.717,111,3.5070822605910377
1399,20341N2,19.54583,19.70949,1083.93,0.54873,0.717,231,1.319892159966292
1400,20341N2,19.54583,19.70949,1083.93,0.54873,0.717,296,0.9453482245622692
1401,20350N2,13.86732,14.541,1258.34,0.643867,0.701,111,3.002663402542569
1402,20350N2,13.86732,14.541,1258.34,0.643867,0.701,231,1.1908698555128368
1403,20350N2,13.86732,14.541,1258.34,0.643867,0.701,296,0.8064567656958171
1404,20360N2,26.72274,27.03934,938.129,0.43331,0.7788,111,4.482655719121812
1405,20360N2,26.72274,27.03934,938.129,0.43331,0.7788,231,1.752128481718259
1406,20360N2,26.72274,27.03934,938.129,0.43331,0.7788,296,1.2598301870098403
1407,20361N2,18.51026,18.88525,1081.83,0.571047,0.704,111,3.35692173621079
1408,20361N2,18.51026,18.88525,1081.83,0.571047,0.704,231,1.2765136936639634
1409,20361N2,18.51026,18.88525,1081.83,0.571047,0.704,296,0.914982499303372
1410,20362N2,10.38794,10.70439,1254.06,0.78566,0.6,111,2.2037947639925215
1411,20362N2,10.38794,10.70439,1254.06,0.78566,0.6,231,0.876113225574923
1412,20362N2,10.38794,10.70439,1254.06,0.78566,0.6,296,0.5807565261045728
1413,20370N3,10.68891,12.55381,1885.68,0.318408,0.8354,111,7.726130601909432
1414,20370N3,10.68891,12.55381,1885.68,0.318408,0.8354,231,2.9391839968851614
1415,20370N3,10.68891,12.55381,1885.68,0.318408,0.8354,296,2.0875003315515883
1416,20380N2,18.30978,18.56784,1183.5,0.654646,0.7296,111,3.2294820122774412
1417,20380N2,18.30978,18.56784,1183.5,0.654646,0.7296,231,1.3357586679539912
1418,20380N2,18.30978,18.56784,1183.5,0.654646,0.7296,296,0.9311471407906814
1419,20390N2,23.58447,23.80713,1040.31,0.515094,0.7626,111,3.918202126602906
1420,20390N2,23.58447,23.80713,1040.31,0.515094,0.7626,231,1.5657939769204723
1421,20390N2,23.58447,23.80713,1040.31,0.515094,0.7626,296,1.1165840005274135
1422,20391N2,25.27526,25.44012,1026.11,0.494729,0.7702,111,4.028500841046152
1423,20391N2,25.27526,25.44012,1026.11,0.494729,0.7702,231,1.6169207578755644
1424,20391N2,25.27526,25.44012,1026.11,0.494729,0.7702,296,1.1704143318379128
1425,20392N2,26.55102,26.7842,1021.05,0.466584,0.7732,111,4.257523988890059
1426,20392N2,26.55102,26.7842,1021.05,0.466584,0.7732,231,1.697370355474827
1427,20392N2,26.55102,26.7842,1021.05,0.466584,0.7732,296,1.2305723870909206
1428,20401N2,15.89072,16.27449,2160.55,0.410623,0.7922,111,5.630137904545077
1429,20401N2,15.89072,16.27449,2160.55,0.410623,0.7922,231,2.3647040918039384
1430,20401N2,15.89072,16.27449,2160.55,0.410623,0.7922,296,1.602202673968034
1431,20402N2,11.27082,11.71927,1463.22,0.58915,0.697,111,3.1705487687193865
1432,20402N2,11.27082,11.71927,1463.22,0.58915,0.697,231,1.3059374735579596
1433,20402N2,11.27082,11.71927,1463.22,0.58915,0.697,296,0.9013572206355744
1434,20403N2,7.69661,9.59781,1994.79,0.61793,0.6798,111,2.9969847939627456
1435,20403N2,7.69661,9.59781,1994.79,0.61793,0.6798,231,1.5491501188271657
1436,20403N2,7.69661,9.59781,1994.79,0.61793,0.6798,296,1.0017741180767916
1437,20410N2,25.95918,26.68701,1226.69,0.501955,0.7498,111,3.907453143586647
1438,20410N2,25.95918,26.68701,1226.69,0.501955,0.7498,231,1.6774375517404225
1439,20410N2,25.95918,26.68701,1226.69,0.501955,0.7498,296,1.1704961395382762
1440,20411N2,8.88235,9.46666,1555.03,0.685648,0.6466,111,2.48015847755709
1441,20411N2,8.88235,9.46666,1555.03,0.685648,0.6466,231,0.9846531348443475
1442,20411N2,8.88235,9.46666,1555.03,0.685648,0.6466,296,0.6613576988649928
1443,20420N2,9.99197,10.37381,1120.93,0.971718,0.555,111,1.4532013662301113
1444,20420N2,9.99197,10.37381,1120.93,0.971718,0.555,231,0.5599687074341274
1445,20420N2,9.99197,10.37381,1120.93,0.971718,0.555,296,0.368322808783641
1446,20421N2,9.85091,10.3434,1188.13,0.970835,0.5568,111,1.5228866273319142
1447,20421N2,9.85091,10.3434,1188.13,0.970835,0.5568,231,0.6010944431508821
1448,20421N2,9.85091,10.3434,1188.13,0.970835,0.5568,296,0.39147161943023867
1449,20430N3,47.10105,47.6541,791.498,0.108753,0.9538,111,16.951793167114637
1450,20430N3,47.10105,47.6541,791.498,0.108753,0.9538,231,7.834110088045219
1451,20430N3,47.10105,47.6541,791.498,0.108753,0.9538,296,6.0145466657394095
1452,20440N3,13.03603,13.83981,1728.54,0.494933,0.7576,111,4.250881613263016
1453,20440N3,13.03603,13.83981,1728.54,0.494933,0.7576,231,1.7367541242267517
1454,20440N3,13.03603,13.83981,1728.54,0.494933,0.7576,296,1.1825014085161927
1455,20441N3,10.95853,12.77312,1972.46,0.44454,0.7768,111,5.112074233499787
1456,20441N3,10.95853,12.77312,1972.46,0.44454,0.7768,231,2.076267883283238
1457,20441N3,10.95853,12.77312,1972.46,0.44454,0.7768,296,1.4171035209099327
1458,20442N3,8.716,9.27683,1980.01,0.610001,0.6828,111,3.2555147478320605
1459,20442N3,8.716,9.27683,1980.01,0.610001,0.6828,231,1.3910636886507297
1460,20442N3,8.716,9.27683,1980.01,0.610001,0.6828,296,0.9050643447243546
1461,20443N3,9.51566,10.3157,1613.49,0.569717,0.7152,111,3.5524774610449743
1462,20443N3,9.51566,10.3157,1613.49,0.569717,0.7152,231,1.3017277842227482
1463,20443N3,9.51566,10.3157,1613.49,0.569717,0.7152,296,0.8526790425251105
1464,20450N2,14.44539,14.68024,1416.22,0.544172,0.7084,111,3.6671537031790105
1465,20450N2,14.44539,14.68024,1416.22,0.544172,0.7084,231,1.4453575345743648
1466,20450N2,14.44539,14.68024,1416.22,0.544172,0.7084,296,0.9903779561791097
1467,20460N2,9.83779,10.76848,1124.01,1.05326,0.5798,111,1.2089501312357276
1468,20460N2,9.83779,10.76848,1124.01,1.05326,0.5798,231,0.49853723218686236
1469,20460N2,9.83779,10.76848,1124.01,1.05326,0.5798,296,0.326318696836524
1470,20470N2,23.81537,24.2473,1252.68,0.54985,0.7276,111,3.3412247230826124
1471,20470N2,23.81537,24.2473,1252.68,0.54985,0.7276,231,1.406738607620731
1472,20470N2,23.81537,24.2473,1252.68,0.54985,0.7276,296,0.9587755996830977
1473,20471N2,27.80888,28.18522,976.47,0.430945,0.791,111,4.686343368997195
1474,20471N2,27.80888,28.18522,976.47,0.430945,0.791,231,1.8279795763130904
1475,20471N2,27.80888,28.18522,976.47,0.430945,0.791,296,1.34756489634392
1476,20472N2,33.994,34.2825,861.939,0.367176,0.8144,111,5.393130842118235
1477,20472N2,33.994,34.2825,861.939,0.367176,0.8144,231,2.185735255970186
1478,20472N2,33.994,34.2825,861.939,0.367176,0.8144,296,1.6161288414040846
1479,20473N2,56.24885,56.39856,624.098,0.240713,0.8774,111,7.700254243718167
1480,20473N2,56.24885,56.39856,624.098,0.240713,0.8774,231,3.3382210591362065
1481,20473N2,56.24885,56.39856,624.098,0.240713,0.8774,296,2.538525591635929
1482,20490N2,21.54924,21.8136,1269.49,0.565759,0.6986,111,2.712592321914002
1483,20490N2,21.54924,21.8136,1269.49,0.565759,0.6986,231,1.0850459834857689
1484,20490N2,21.54924,21.8136,1269.49,0.565759,0.6986,296,0.7594150262247976
1485,20491N2,18.38647,18.83115,1360.51,0.633766,0.6616,111,2.4898967209944245
1486,20491N2,18.38647,18.83115,1360.51,0.633766,0.6616,231,0.9927028637811863
1487,20491N2,18.38647,18.83115,1360.51,0.633766,0.6616,296,0.6953839809143275
1488,20500N3,8.73946,11.45395,2139.76,0.515475,0.7608,111,4.818960309145599
1489,20500N3,8.73946,11.45395,2139.76,0.515475,0.7608,231,2.0652280156757996
1490,20500N3,8.73946,11.45395,2139.76,0.515475,0.7608,296,1.3706542799303691
1491,20501N3,5.09435,8.64908,1612.72,0.805153,0.6168,111,2.0582789624934876
1492,20501N3,5.09435,8.64908,1612.72,0.805153,0.6168,231,1.1550748430419346
1493,20501N3,5.09435,8.64908,1612.72,0.805153,0.6168,296,0.7582493570938328
1494,20510N2,28.12837,28.45277,1204.98,0.431664,0.779,111,4.654446531116461
1495,20510N2,28.12837,28.45277,1204.98,0.431664,0.779,231,1.9171439389404992
1496,20510N2,28.12837,28.45277,1204.98,0.431664,0.779,296,1.3575497425406071
1497,20520N3,13.89447,14.16961,1360.37,0.659957,0.659,111,2.7391345448423254
1498,20520N3,13.89447,14.16961,1360.37,0.659957,0.659,231,1.1627328808037938
1499,20520N3,13.89447,14.16961,1360.37,0.659957,0.659,296,0.7831101424599702
1500,20521N3,14.14299,14.59462,1403.43,0.648408,0.6618,111,2.8581980979789923
1501,20521N3,14.14299,14.59462,1403.43,0.648408,0.6618,231,1.1990069021245553
1502,20521N3,14.14299,14.59462,1403.43,0.648408,0.6618,296,0.8168104858966552
1503,20530N2,18.42074,18.86672,1552.51,0.568392,0.7346,111,3.3369055505963945
1504,20530N2,18.42074,18.86672,1552.51,0.568392,0.7346,231,1.6610086875573744
1505,20530N2,18.42074,18.86672,1552.51,0.568392,0.7346,296,1.1123523831988873
1506,20531N2,23.21883,23.48624,1417.27,0.505433,0.7622,111,3.9513332648725843
1507,20531N2,23.21883,23.48624,1417.27,0.505433,0.7622,231,1.9126390027687536
1508,20531N2,23.21883,23.48624,1417.27,0.505433,0.7622,296,1.2981733074360688
1509,20540N2,9.37237,10.14683,1345.93,0.89044,0.565,111,1.554929060526039
1510,20540N2,9.37237,10.14683,1345.93,0.89044,0.565,231,0.7247296962846101
1511,20540N2,9.37237,10.14683,1345.93,0.89044,0.565,296,0.46362111055972155
1512,20541N2,5.93934,7.94221,1311.09,0.921233,0.5638,111,1.3520087765342443
1513,20541N2,5.93934,7.94221,1311.09,0.921233,0.5638,231,0.689026991568655
1514,20541N2,5.93934,7.94221,1311.09,0.921233,0.5638,296,0.4375352353224251
1515,20542N2,9.32459,10.09049,1536.23,0.76916,0.603,111,2.1888907373007243
1516,20542N2,9.32459,10.09049,1536.23,0.76916,0.603,231,0.9604012616612843
1517,20542N2,9.32459,10.09049,1536.23,0.76916,0.603,296,0.6375440604671255
1518,20543N2,9.44647,10.32133,1322.47,0.801631,0.5896,111,1.818190318295198
1519,20543N2,9.44647,10.32133,1322.47,0.801631,0.5896,231,0.7601090955516628
1520,20543N2,9.44647,10.32133,1322.47,0.801631,0.5896,296,0.4952856797298265
1521,20544N2,12.99112,14.12056,1006.85,0.796551,0.599,111,1.918499289248487
1522,20544N2,12.99112,14.12056,1006.85,0.796551,0.599,231,0.804652052927599
1523,20544N2,12.99112,14.12056,1006.85,0.796551,0.599,296,0.5381754532468174
1524,20550N2,7.77643,8.00532,882.846,1.21181,0.4478,111,0.7900628968848746
1525,20550N2,7.77643,8.00532,882.846,1.21181,0.4478,231,0.42230986135659215
1526,20550N2,7.77643,8.00532,882.846,1.21181,0.4478,296,0.26983451633909367
1527,20551N2,6.96122,7.33268,829.038,1.16737,0.455,111,0.6944319021718824
1528,20551N2,6.96122,7.33268,829.038,1.16737,0.455,231,0.42337440257481507
1529,20551N2,6.96122,7.33268,829.038,1.16737,0.455,296,0.2768796774240275
1530,20560N3,3.47396,5.48955,1557.72,1.04285,0.5672,111,1.2376250322697
1531,20560N3,3.47396,5.48955,1557.72,1.04285,0.5672,231,0.7636233428061223
1532,20560N3,3.47396,5.48955,1557.72,1.04285,0.5672,296,0.4854603065693336
1533,20561N3,3.10369,5.92219,0.0,1.25766,0.533,111,0.9966642246738072
1534,20561N3,3.10369,5.92219,0.0,1.25766,0.533,231,0.4937560881925276
1535,20561N3,3.10369,5.92219,0.0,1.25766,0.533,296,0.30599923633892756
1536,20562N3,3.45916,6.2015,939.516,1.14038,0.506,111,0.8733579927980248
1537,20562N3,3.45916,6.2015,939.516,1.14038,0.506,231,0.4966960762705143
1538,20562N3,3.45916,6.2015,939.516,1.14038,0.506,296,0.3139916786384302
1539,20563N3,7.44904,8.45071,1952.56,0.782241,0.657,111,2.3915079792499134
1540,20563N3,7.44904,8.45071,1952.56,0.782241,0.657,231,1.3771896393022314
1541,20563N3,7.44904,8.45071,1952.56,0.782241,0.657,296,0.8877447650262227
1542,20564N3,7.21521,9.2454,2337.02,0.568549,0.7436,111,4.376211963949175
1543,20564N3,7.21521,9.2454,2337.02,0.568549,0.7436,231,1.7496036573037912
1544,20564N3,7.21521,9.2454,2337.02,0.568549,0.7436,296,1.1656695757297182
1545,20571N3,4.83732,5.87561,945.32,0.937543,0.508,111,0.8071959135001527
1546,20571N3,4.83732,5.87561,945.32,0.937543,0.508,231,0.6710374854643226
1547,20571N3,4.83732,5.87561,945.32,0.937543,0.508,296,0.4349229364429564
1548,20580N3,15.52394,16.10591,1273.93,0.54026,0.7242,111,3.5298668603140513
1549,20580N3,15.52394,16.10591,1273.93,0.54026,0.7242,231,1.4011426536845952
1550,20580N3,15.52394,16.10591,1273.93,0.54026,0.7242,296,0.9908105839458494
1551,20581N2,15.43481,15.98492,1277.14,0.570166,0.7164,111,3.335127086731147
1552,20581N2,15.43481,15.98492,1277.14,0.570166,0.7164,231,1.3178194842638846
1553,20581N2,15.43481,15.98492,1277.14,0.570166,0.7164,296,0.9343877552975148
1554,20590N2,26.05817,26.3841,1138.97,0.504711,0.7454,111,3.709406321419008
1555,20590N2,26.05817,26.3841,1138.97,0.504711,0.7454,231,1.5490404302182679
1556,20590N2,26.05817,26.3841,1138.97,0.504711,0.7454,296,1.0909785418343887
1557,20600N2,23.87566,24.12468,1030.42,0.589136,0.7264,111,3.42762407950354
1558,20600N2,23.87566,24.12468,1030.42,0.589136,0.7264,231,1.3914684872994578
1559,20600N2,23.87566,24.12468,1030.42,0.589136,0.7264,296,0.9851047397585746
1560,20610N2,27.12493,27.59657,996.322,0.396672,0.8018,111,5.033350748733585
1561,20610N2,27.12493,27.59657,996.322,0.396672,0.8018,231,1.9913071883126157
1562,20610N2,27.12493,27.59657,996.322,0.396672,0.8018,296,1.458660553967011
1563,20611N2,25.93438,26.25273,1017.6,0.405037,0.8024,111,4.932460250800048
1564,20611N2,25.93438,26.25273,1017.6,0.405037,0.8024,231,2.001659265617071
1565,20611N2,25.93438,26.25273,1017.6,0.405037,0.8024,296,1.4323419213110307
1566,20620N2,12.48125,12.94086,1198.01,0.727503,0.6322,111,2.294495767665791
1567,20620N2,12.48125,12.94086,1198.01,0.727503,0.6322,231,0.8840394913774742
1568,20620N2,12.48125,12.94086,1198.01,0.727503,0.6322,296,0.6188222344269788
1569,20630N2,26.00484,26.28015,1233.11,0.500233,0.7342,111,4.000466298058892
1570,20630N2,26.00484,26.28015,1233.11,0.500233,0.7342,231,1.6068984277180096
1571,20630N2,26.00484,26.28015,1233.11,0.500233,0.7342,296,1.1285892647847842
1572,20631N2,31.66569,32.08143,1119.86,0.486739,0.7692,111,4.268517345520706
1573,20631N2,31.66569,32.08143,1119.86,0.486739,0.7692,231,1.7342847907407555
1574,20631N2,31.66569,32.08143,1119.86,0.486739,0.7692,296,1.2367939598123667
1575,20640N2,19.78,20.10637,1220.15,0.543702,0.7066,111,3.6749156319516247
1576,20640N2,19.78,20.10637,1220.15,0.543702,0.7066,231,1.410275100974823
1577,20640N2,19.78,20.10637,1220.15,0.543702,0.7066,296,0.9828683518018579
1578,20650N2,7.61201,8.01999,1662.02,0.812619,0.5964,111,2.059304063190623
1579,20650N2,7.61201,8.01999,1662.02,0.812619,0.5964,231,0.9202133534368175
1580,20650N2,7.61201,8.01999,1662.02,0.812619,0.5964,296,0.6023368538519321
1581,20651N3,10.41847,11.03913,1527.0,0.748765,0.6326,111,2.2399432939947435
1582,20651N3,10.41847,11.03913,1527.0,0.748765,0.6326,231,0.9768305094266729
1583,20651N3,10.41847,11.03913,1527.0,0.748765,0.6326,296,0.6545170803579503
1584,20652N2,7.55389,8.10745,1650.91,0.888982,0.5772,111,1.8193069364640042
1585,20652N2,7.55389,8.10745,1650.91,0.888982,0.5772,231,0.8467994903532645
1586,20652N2,7.55389,8.10745,1650.91,0.888982,0.5772,296,0.5480620921570359
1587,20653N2,6.50561,6.95697,1575.12,1.004,0.5774,111,1.4162665162982568
1588,20653N2,6.50561,6.95697,1575.12,1.004,0.5774,231,0.6212792303360478
1589,20653N2,6.50561,6.95697,1575.12,1.004,0.5774,296,0.404245396829281
1590,20670N3,15.14312,15.50764,1569.92,0.450958,0.7596,111,4.7400443666641845
1591,20670N3,15.14312,15.50764,1569.92,0.450958,0.7596,231,1.7472442612572152
1592,20670N3,15.14312,15.50764,1569.92,0.450958,0.7596,296,1.2027013095011534
1593,20671N2,15.07837,15.46332,1275.2,0.650434,0.6656,111,2.889632808459596
1594,20671N2,15.07837,15.46332,1275.2,0.650434,0.6656,231,1.1156655970905338
1595,20671N2,15.07837,15.46332,1275.2,0.650434,0.6656,296,0.758122092666483
1596,20672N2,15.55837,15.82503,1246.72,0.623778,0.6872,111,3.00929380218944
1597,20672N2,15.55837,15.82503,1246.72,0.623778,0.6872,231,1.1518045039675622
1598,20672N2,15.55837,15.82503,1246.72,0.623778,0.6872,296,0.7888244731066689
1599,21000N2,27.56956,27.89059,1026.42,0.517939,0.8086,111,3.7111973824777644
1600,21000N2,27.56956,27.89059,1026.42,0.517939,0.8086,231,1.4488654480213596
1601,21000N2,27.56956,27.89059,1026.42,0.517939,0.8086,296,1.0598112325407467
1602,21010N2,27.22108,27.58096,1025.83,0.41562,0.7978,111,4.842191789437313
1603,21010N2,27.22108,27.58096,1025.83,0.41562,0.7978,231,1.95380774627101
1604,21010N2,27.22108,27.58096,1025.83,0.41562,0.7978,296,1.403712520651427
1605,21011N2,25.84799,25.9731,1017.49,0.407076,0.8046,111,4.815296035651786
1606,21011N2,25.84799,25.9731,1017.49,0.407076,0.8046,231,1.9069887647016999
1607,21011N2,25.84799,25.9731,1017.49,0.407076,0.8046,296,1.3951086071544037
1608,21012N2,27.52497,27.834,950.524,0.416504,0.8022,111,4.864416784224339
1609,21012N2,27.52497,27.834,950.524,0.416504,0.8022,231,1.9260452407192086
1610,21012N2,27.52497,27.834,950.524,0.416504,0.8022,296,1.4064391789981574
1611,21013N2,26.16393,26.41373,1020.67,0.396938,0.8086,111,5.046631417655499
1612,21013N2,26.16393,26.41373,1020.67,0.396938,0.8086,231,2.0092979088553222
1613,21013N2,26.16393,26.41373,1020.67,0.396938,0.8086,296,1.4672148423717168
1614,21014N2,25.82549,26.10189,1010.56,0.399588,0.7988,111,4.762972572426656
1615,21014N2,25.82549,26.10189,1010.56,0.399588,0.7988,231,1.903463420631147
1616,21014N2,25.82549,26.10189,1010.56,0.399588,0.7988,296,1.397658486699842
1617,21020N2,7.03851,8.84993,2532.16,0.487943,0.7398,111,4.7955933915553
1618,21020N2,7.03851,8.84993,2532.16,0.487943,0.7398,231,2.020076233006813
1619,21020N2,7.03851,8.84993,2532.16,0.487943,0.7398,296,1.3470481100045189
1620,21021N2,5.09152,6.81787,2019.61,0.647199,0.6498,111,2.5907287861997466
1621,21021N2,5.09152,6.81787,2019.61,0.647199,0.6498,231,1.2547672815318405
1622,21021N2,5.09152,6.81787,2019.61,0.647199,0.6498,296,0.8105719350161625
1623,21030N2,19.33215,19.66873,1081.63,0.613133,0.6902,111,2.6541829979430007
1624,21030N2,19.33215,19.66873,1081.63,0.613133,0.6902,231,1.1393806195744491
1625,21030N2,19.33215,19.66873,1081.63,0.613133,0.6902,296,0.7953053813151734
1626,21031N2,9.24781,9.80223,1393.32,0.72702,0.6284,111,2.393750849047754
1627,21031N2,9.24781,9.80223,1393.32,0.72702,0.6284,231,1.0753708596867173
1628,21031N2,9.24781,9.80223,1393.32,0.72702,0.6284,296,0.7085709856816349
1629,21032N2,19.85391,20.33709,1131.73,0.565472,0.7148,111,3.1163384381764176
1630,21032N2,19.85391,20.33709,1131.73,0.565472,0.7148,231,1.320773581840368
1631,21032N2,19.85391,20.33709,1131.73,0.565472,0.7148,296,0.9188927513668054
1632,21033N2,8.4371,9.24352,1588.09,0.675273,0.6518,111,2.7425208363577704
1633,21033N2,8.4371,9.24352,1588.09,0.675273,0.6518,231,1.4102650735984394
1634,21033N2,8.4371,9.24352,1588.09,0.675273,0.6518,296,0.9135381013827535
1635,21034N2,9.39151,9.91827,1464.31,0.682493,0.6478,111,2.6681041752572323
1636,21034N2,9.39151,9.91827,1464.31,0.682493,0.6478,231,1.2018690867474262
1637,21034N2,9.39151,9.91827,1464.31,0.682493,0.6478,296,0.787784069418486
