Number,structure,111K,231K,296K
107,16056N2,4.920040929688887,2.2285278487228677,1.5059976080251944
108,16057N2,4.53192480589043,1.8410502144627783,1.2583857851318891
109,16060N2,0.8329862176334304,2.378344370290108,2.747938938297362
110,16061N2,20.526307609297394,11.068582394986166,7.697482277263995
111,16080N2,1.2739311751750162,3.069154265201528,2.99796375726436
112,16081N2,1.0410124561152472,2.7988805380604402,2.8944408795809298
113,16082N2,1.6449240920005028,3.3659351515067812,3.1081165402644064
114,16083N2,1.109659184772994,2.942565240110777,3.0208799300292846
115,16090N2,1.805035645296483,3.7314357844619552,3.3804002115515037
116,16100N2,0.7636268853367253,2.319907544105594,2.5595031255804677
117,16110N3,15.878653767163332,8.449481049928547,5.7558499742636515
118,16111N3,14.511048124491714,8.205407578268755,5.615930816221848
119,16130N3,19.579875654016153,8.38735638541126,5.8600969672765695
120,16131N3,18.015966751379377,7.910386292520757,5.459697861586974
121,16140N2,1.7465073227394419,3.350631637597913,3.1284011176291027
122,16141N2,3.000433906330759,4.114005775473012,3.669340270433361
123,16142N2,3.3171443509193486,4.368254469964217,3.756452940365061
124,16160N2,3.8031870465840387,1.316869706382061,0.9011133321535866
125,16170N2,1.1102456100261568,2.917977798485788,2.904764275269143
126,16171N2,1.7476232244258438,2.8045866864571005,2.2715741595166157
127,16172N2,2.292880494420911,4.040669453842902,3.616366924938341
128,16173N2,4.771204037966668,4.1988743086974,3.344226991894538
129,16174N2,4.5093558743874675,4.325119114313929,3.4659544605693733
130,16191N2,0.8489818447360515,2.09552290484663,2.3049933668360523
131,16220N2,2.306601369709793,3.680438487505229,3.2683357155805344
132,16250N3,17.647639078321628,9.983765337223511,7.071837378506362
133,16251N3,4.439274265787728,7.411425617907987,5.692394681126192
134,16270N2,1.0762176862894905,2.622041128258291,2.673027982680146
135,16271N2,1.5830865433172931,3.2229708418893668,3.131171182515452
136,16272N2,3.056087841589467,4.27327374918289,3.90826968808361
137,16273N2,2.738954804329145,3.2935366604702097,2.6909398581387096
138,16280C2,8.294360344228995,4.97710725642507,3.902034098984753
139,16300N2,3.7796031337200433,4.516690741548376,3.8700646778008143
140,16310N2,1.8355311069930613,4.036140781914033,3.178301983051656
141,16311N2,2.054789636845593,4.017471855928264,3.176873815224351
142,16312N2,5.669551940743218,5.566391873826629,3.904329261873204
143,16320N2,1.1332598332966803,2.7603068725096027,2.8782399731062815
144,16330N2,1.629786235519429,3.5895277743635923,3.4624652153965076
145,16331N2,3.1090266508677926,4.214305776420017,3.6769468090866666
146,16340N2,1.9947624819944583,4.117507761695882,3.3080201850212245
147,16360N2,1.4148309582389973,3.0525595019429694,3.0787284677313638
148,16361N2,3.9649879018050735,4.572843069006734,3.9893060923637242
149,16380N2,5.658041317690314,5.105221892218863,4.242592314654374
150,16381N2,3.1650936404772336,4.213128963441692,3.727370633441671
151,16390N2,5.4345876819145476,4.844079041892391,3.3401767609590665
152,16400N2,3.636016611467161,4.58568756156193,3.650486982077352
153,16440N2,4.640000880916997,3.7177671164297283,2.8345104671775063
154,16450N2,3.838473147152774,5.341967774546282,4.173234082670284
155,16460N2,4.388895948710577,3.9288893128491114,3.059329686597333
156,16480N2,0.8068300726026193,2.374519636949976,2.5909351517710437
157,16481N2,0.6719355459483112,2.172028595538254,2.4741904857623167
158,17000N2,6.512349354207821,4.285780826501166,2.914751572337694
159,17010N2,0.9287864879260892,2.6097008437844864,2.763096892050191
160,17030N2,2.8917362138437923,4.163144983249548,3.793417929766499
161,17050N2,4.003690834902891,3.4125238298091394,2.6606325865653315
162,17070N2,3.75277806397588,3.834538016792297,3.0510034216342574
163,17080C2,0.6462916600942412,1.8736800870125334,1.9882815600543668
164,17100N2,3.5454583591443094,3.3348814710619292,2.5826435495954745
165,17130N2,3.321210823949653,3.7030887065562355,2.981623282593787
166,17131N2,2.4924091034136513,2.5819520791909025,2.0008573323401073
167,17140N2,4.832736426324371,1.6277184242082094,1.1246652614923853
168,17150N2,3.7742462859029913,3.268771036377907,2.5302331538573326
169,17151N2,3.66452245601354,3.183348771418414,2.4347774341307415
170,17152N2,3.47913659566441,3.122720409169246,2.4477547701183013
171,17153N2,3.546197981100933,3.0897489422397877,2.3629111983364957
172,17154N2,2.847332196667642,2.4255477415069353,1.8284898374417278
173,17155N2,2.7484421733537565,2.2696513993478447,1.7545654163263051
174,17160N3,15.67405786638226,9.147988429147558,6.32208291548983
175,17161N3,3.9784092769540247,6.252106073802648,4.829947996862413
176,17162N3,16.35102883603784,9.548945037673791,6.599673765521184
177,17163N3,4.2938961959910635,6.439100591236159,5.053692488577883
178,17180N2,2.068870867105621,3.069409750921147,2.63409684385919
179,17190N2,0.6964315293043546,2.145444881060355,2.5305589908575707
180,17220N2,3.7566873209113574,3.107826649898968,2.350364769983755
181,17240N3,4.413880788000379,3.6085293321469694,2.7892631443953673
182,18020N3,15.229660192517626,9.902770175386964,6.777150127664556
183,18021N3,2.3723000336775306,5.700516447001041,4.967003361580465
184,18022N3,1.28980591721138,3.039968946313521,3.053814814486641
185,18032N2,0.5030858924437769,1.7479158387064453,2.220362952387724
186,18033N2,0.9397324659828858,2.796913988810155,3.0288379065791693
187,18050N2,4.544113018282101,3.8623426696398275,2.9825976642532503
188,18080N2,2.070397348517912,4.21586543938347,3.534903574383596
189,18081N2,2.5668571134529667,3.111300422595752,2.2898802185077725
190,18082N2,3.0388075972248925,3.5031501846801247,2.554732381735076
191,18083N2,2.8963196277635106,3.028182687377831,2.2084122109143403
192,18090N2,5.20367825650556,3.5911682652077888,2.6027947683443435
193,18091N2,3.3253544095076424,4.134528549929251,2.9381975771233324
194,18100N2,5.688286048683596,4.937011169438603,3.819730835403778
195,18101N2,3.80840878532529,4.118345514724002,3.412019475067021
196,18111N2,1.251120167103389,2.6137193236536485,2.2846516747806143
197,18112N2,1.0543805945554388,2.472688289301396,2.2841342570898706
198,18120N3,1.0012975857297597,2.4488717550290144,2.5622725641136705
199,18134N3,1.1307595965538217,2.9815013091655054,2.935528885870103
200,18140N2,1.8681748050701252,4.582632662556261,4.132472068718332
201,18141N2,1.7696893785127448,4.079546539538815,3.72380294906214
202,18142N3,14.90675675574275,10.547140464210262,7.496887883883503
203,18143N3,21.333789123168245,10.869794724016716,7.608139418459482
204,18160N2,0.8212726175434866,2.382167994302167,2.583150002210616
205,18161N2,1.3111450433133243,2.549044329544179,2.212772690806204
206,19000N3,13.733404684856863,7.603631448704608,5.153044915238911
207,19001N3,2.787556754071894,4.918291177940041,3.8698120936983242
208,19002N3,17.527516795746298,10.076167124342653,6.983159172018754
209,19003N3,4.036046897596409,7.309023345662977,5.844503698894497
210,19040N2,1.4431126092495263,2.4041904072380174,1.9852362349309443
211,19041N2,3.8512395135536623,3.393237463510137,2.6531750271507373
212,19050N2,5.462665229188162,4.1702030037014834,3.1558775913757575
213,19051N2,6.083868861333223,4.140672201574859,3.126946324945502
214,19060N2,1.0115601235438056,2.6435612870051535,2.564797163197038
215,19061N2,1.0808066781826164,2.7206172854988333,2.737652488137977
216,19070N2,3.2070281386567943,3.685402321772392,2.976773056290773
217,19071N2,2.028028501158793,3.8842567105975085,3.188951507914047
218,19072N2,1.9101680824204041,4.0653861727635165,3.3325046328447523
219,19090N2,3.6348417525590713,3.8387996165747866,3.1077751363618042
220,19110N2,4.487624574685986,4.372695720514059,3.400108259608044
221,19130N2,1.2998500545318215,2.832422259779573,2.6447845822850713
222,19180N2,2.936148512485222,4.13532309290097,3.743821664240756
223,19181N2,1.8494477979209316,3.440839698889882,3.1624041739730324
224,19182N2,6.3877871087768305,4.975753496847577,3.9380031040668686
225,19190N2,2.440767551311747,2.9072521349324707,2.0885571034155506
226,19200N2,1.1093242834006247,2.9321875109464326,2.967584347471896
227,19210N2,4.922390060064997,4.145724293073637,3.2144337475260274
228,19211C2,6.137839783287463,3.318317126949957,2.3266212201848857
229,19212N2,4.833095398585704,4.129294150164044,3.1158578249071502
230,19213C2,4.742580355743301,3.948779907998144,3.011901311411159
231,19214N2,4.39988882064293,3.785036642495766,2.8316110033418833
232,19215C2,4.3186767355657825,3.6941295552421924,2.7755599380125853
233,19220N2,5.108302562772961,5.288046187176864,4.466093797789161
234,19230N2,2.351789727350271,3.3376612448021445,2.8999670375002244
235,19231N2,1.2451799550230176,3.099276509265407,2.923533967545999
236,19270N2,0.9793887363003244,2.560891095201992,2.5799948679532534
237,19271N2,0.8406074089942853,2.2118261416010983,2.373534532463959
238,19280N2,2.733873124216019,2.9326712308408425,2.3597611528359734
239,19281N2,2.723937351291244,3.1276408053053304,2.532203783319319
240,19282N2,2.878758903233609,3.1210150617656223,2.48809729032024
241,19283N2,2.395691400419098,2.8388363687275073,2.2851636165957854
242,19290N2,0.6311093596872809,1.7602635232413448,2.1240327044299128
243,19292N2,0.6683137138278233,2.061284880757281,2.388440645515517
244,19300N2,0.7955476779190168,2.735689257095719,2.7099455009133737
245,19310N2,1.0166601444947663,2.658309594453533,2.7752653972067227
246,19311N2,2.788520763110991,3.3273898477525607,2.5918366138417657
247,19330N2,3.778600994213474,2.963216680755379,2.2418810821853508
248,19340N2,0.8109248865581629,2.4110728638614853,2.409156513680973
249,19351N2,0.9797960502982279,2.2958479079033682,2.203749823089451
250,19352N2,1.0614811636155783,2.3619098047939513,2.347248054321404
251,19360N2,1.7438677140546364,3.452629198499276,3.384791793697922
252,19361N2,5.785251250209344,4.221386948652462,3.14262768816294
253,19362N2,6.585643041753355,4.2092857979100495,3.1560874505646535
254,19363N2,6.058426156296708,3.873540016873211,2.8786398506713504
255,19364N2,5.922993900558141,3.6823545843295293,2.7074378931988816
256,19365N2,5.033536115340776,3.3312605767087518,2.5033157970373665
257,19366N2,6.265935589028053,3.9627517157566823,2.9539119808296
258,19380N2,0.8802024803863497,2.486249189065746,2.6332091987730677
259,19390N2,0.8378715464384343,2.4360404121596604,2.3796240872955243
260,19400N3,2.969094422022132,7.280886576004478,6.2641851866588345
261,19401N3,2.9289590987588334,6.573408459331878,5.735105915926297
262,19402N3,1.0367285903997616,3.019787122720035,3.5133700319858057
263,19410N2,2.156291545679907,3.0444436031043365,2.8599803365063763
264,19411N2,3.5158434810173675,3.1543936850758048,2.480875542978219
265,19412N2,4.15768454003095,2.9628090353154355,2.2731137653013196
266,19413N2,5.0325485282891975,3.962160170111823,2.9753898005523056
267,19420N3,10.551924926327722,7.37587132675112,5.0611208293933245
268,19421N3,16.582145694760367,9.295624152869117,6.507044755575614
269,19430N2,0.6918646847883542,2.1689983930824357,2.4132151776250006
270,19450N2,5.551251523783467,4.229300988946823,3.3742385711739615
271,19451N2,5.21277518353434,4.608224648785361,3.7015269124805337
272,19452N2,6.028411594183028,4.269117090193938,3.380931367866663
273,19453N2,6.599566750847465,4.524245308896475,3.5212277796980973
274,19454N2,6.917319811226832,4.613509185524107,3.4358384444646872
275,19455N2,9.937180030292252,5.91078669940801,4.352822848148819
276,19456N2,4.196624717400609,4.29851761503727,3.658403730024737
277,19460N2,1.1111397658307949,2.764072645513251,2.505795180487676
278,19462N2,2.336503923699386,3.290300977962567,2.6024388021442064
279,19463N2,1.4182274904155072,2.9191507495589035,2.4259124250415938
280,19470N2,1.5658545672195539,3.0241528816607457,2.8292724077559646
281,19471N2,0.9558323325241069,2.542890112887667,2.699825567010719
282,19480N2,4.197894715012469,3.0314298284643137,2.2013417146159884
283,19482N2,2.585606248513893,1.6351481668918229,1.1563533793499425
284,19491N2,0.41803484591923895,1.4372439669340697,1.929633021786738
285,19500N2,6.048627501863445,3.7391254737152964,2.7464096900303376
286,19510N2,6.146332421059281,5.327357257053202,4.220564489819266
287,19511N2,1.8859565412011097,3.588998615230035,3.243645769077696
288,19520N2,4.328980842997153,3.544291919641018,2.623312033449796
289,19521N2,3.9206277149000557,3.3059503109978015,2.394506480474829
290,19522N2,2.7546838768804265,2.6868021592760685,2.032617908019085
291,19530N2,3.641754407134277,4.275958563519181,3.638259552860919
292,19531N2,10.897335129495836,7.558662034064366,5.48605939335662
293,19540N2,1.4728752626217878,2.138750057170948,1.7245571462846212
294,19541N2,2.9899580240141765,3.17676562436378,2.709520775455717
295,19550N2,1.9698906984605224,3.0148984054013725,2.4212487877658924
296,19560N2,3.890875088867632,3.0743415558902245,2.3102521816952573
297,19570N2,0.8043800646614315,2.387448514675774,2.5595874323825196
298,19571N2,2.1463716499398267,3.224721106099322,2.5850135336796116
299,19572N2,0.7817552520424945,2.2826476309884836,2.4184316276037183
300,19573N2,1.7156160580476654,2.8432801222743147,2.295895547555666
301,20000N2,1.5757547022577498,3.543984517381037,3.4442427474263124
302,20040N2,4.5638387892152945,5.139175514259846,3.851983969454275
303,20050N2,4.628636575242181,3.1332006663139023,2.318439204522875
304,20051N2,4.476035170659653,3.00351059185427,2.2139335442135986
305,20052N2,4.517329856834215,2.9327810915103583,2.1519366633201087
306,20070N2,0.8721738455162255,2.5138927916466907,2.831714160906566
307,20090N2,0.5931539145849669,1.8076908956814761,2.2632026695166134
308,20091N2,0.7812251683694025,2.1863219601550603,2.3863595129962434
309,20100C3,7.43574980332935,4.955172763366777,3.86924164610916
310,20110N3,24.776411633649968,10.310171328123388,7.43008227624172
311,20111N3,12.195612367178203,7.186494317580877,5.016241536276746
312,20112N3,5.718931073343817,5.866169775451659,4.129802743292601
313,20130N2,3.4652142478943997,2.9776897625745207,2.3439617673954722
314,20150N2,2.8649127087559476,2.437060174118106,1.894525749779395
315,20151N2,2.8740885621298835,2.6001544065704403,2.096249396846032
316,20152N2,2.6694210814998054,2.341477993874177,1.8540654409267348
317,20153N2,2.812955674163617,2.4947904175184905,1.9949226445616357
318,20161N2,2.4565338431371346,2.2575809456524825,1.6117107417524055
319,20162N2,2.346805915254798,2.2081867127798187,1.5960131132200865
320,20163N2,4.266885972113232,3.403337981363553,2.5957663362958874
321,20164N2,4.297884166258788,3.388305254108671,2.573738110193265
322,20165N2,3.479191629257346,4.391367614296889,3.757656211757956
323,20166N2,4.33649956088205,3.161549654254604,2.37289725206448
324,20167N2,2.040950871814805,2.749799908980094,2.2315295758081652
325,20168N2,2.5294939435588897,2.1802454479035167,1.6082440405257494
326,20169N2,1.8302718002092901,2.6873827574563656,2.213283655151558
327,2016aN2,4.26358189256932,3.335062708537183,2.5388749107468405
328,2016bN2,3.1922202233521744,4.302739938300626,3.79244405555262
329,20170N2,1.2008562069274111,3.172153798340562,3.1757188990306164
330,20173N2,1.7260245485400187,3.027715588305491,2.4168571893923083
331,20180N2,3.6266269194192087,3.3019066434345103,2.3752352055638504
332,20181N2,2.636817174022248,2.8483536416924267,2.1424004374373986
333,20182N2,1.66654310687192,2.890442895820225,2.366963815318281
334,20190N2,4.091845123618084,4.135915761651701,3.247971132837478
335,20191N2,7.269316924028703,4.46056499433343,3.2739076718272266
336,20200N2,1.631573092739588,3.358905845190929,3.3801684721605785
337,20201N2,0.9383724275423166,2.5351689123427055,2.569361878017644
338,20202N2,4.496365563230242,5.3820660179168796,4.459950454369212
339,20203N2,1.6329815007134625,3.207840067125953,3.207248890153815
340,20210N2,1.4885555631422174,3.520119056617262,3.1363797818299584
341,20211N2,1.056745084152232,3.139553247572917,3.298373142553486
342,20220N2,1.7927027327097622,2.982373986388075,2.5466022541688442
343,20250N2,6.110567193223754,5.133016442962767,4.240776775721771
344,20280N2,0.93075882741091,2.423269681315564,2.3998573568293504
345,20281N2,1.982456198842713,3.712242003772264,3.286827330730838
346,20282N2,1.0065329559620935,2.3862688059285557,2.3214569893014376
347,20300N2,1.2176189550194032,3.0958808433766944,3.064061975018847
348,20310N2,8.914593966511507,7.936428279205403,5.745225958327955
349,20311N2,11.878890793708196,8.692798053168607,6.381834660808495
350,20320N2,3.985773259576679,4.808379534411274,4.257550168149515
351,20321N2,5.095058653552931,4.662407226631665,3.8746798907258784
352,20330N2,3.3613181627300914,4.406940323375004,3.856523378998387
353,20331N2,0.6777159728536537,2.1273754781536196,2.545822222071519
354,20341N2,1.913699810186136,3.2788856155229222,2.9995777457411945
355,20360N2,2.9948231409134274,3.991567726370796,3.6076363312559994
356,20361N2,1.5529507822406947,3.0703905481306237,2.8945099057720554
357,20370N3,3.7480505770364445,6.454457692356684,4.987217428155345
358,20390N2,2.5762590125672435,3.4037820312741354,2.907883084693327
359,20391N2,2.784404523666563,3.541621440658423,2.9633759355773734
360,20392N2,2.757547676336732,3.6371435228172535,3.1468982176019393
361,20401N2,2.2616176486737807,4.692326181421049,4.237571764999228
362,20402N2,2.8233506740728846,3.8717996379632336,3.0157027327522172
363,20403N2,1.2021819653101042,3.0874910136126528,3.1707481106658384
364,20410N2,2.778791287160472,3.5681924780219334,2.968712837693735
365,20411N2,0.9532392779035623,2.2809104863649914,2.154480071796457
366,20430N3,21.328341513149425,10.502585325078815,7.422208537075085
367,20450N2,0.721005210510381,2.1096662812992473,2.6710117658820534
368,20470N2,1.1367504338401377,2.6929947835140733,2.659172097623283
369,20471N2,2.546538542976914,4.135987526209372,3.7237337016153402
370,20472N2,4.294908045235282,4.81417769248735,4.091862469679001
371,20473N2,8.691349626818006,5.6345504236503965,4.485508169016342
372,20490N2,1.81172911830695,2.712922710869237,2.271327303163181
373,20510N2,4.3547814380547605,3.9437532605020396,2.9887165240306697
374,20530N2,2.4608870077321785,3.389482440670279,2.790831420184454
375,20531N2,3.520688154073755,3.636402143122781,2.900155784450413
376,20564N3,1.2180176041033333,3.35225372148183,3.564374786388979
377,20570N3,0.7033430593255099,2.0208306910043192,2.2728137435627294
378,20571N3,0.7987549754904741,2.202695266644715,2.4411816079808064
379,20580N3,1.9318023683142154,2.672849860721738,2.3513798470182623
380,20581N2,1.820186410697897,2.6461267595807016,2.3237288836009116
381,20590N2,1.6581468374172603,2.938086802345842,2.7097498120633774
382,20600N2,2.909146290419345,3.337713095994872,2.6208571187866845
383,20610N2,2.294664846528462,3.76430351536068,3.4449129322321688
384,20611N2,4.932165405136249,4.343553070660521,3.3635818498135706
385,20620N2,1.759109116642173,2.06640325358595,1.4918559899418677
386,20630N2,0.904679203944398,2.3971061515330847,2.612026720950853
387,20631N2,2.867249321841644,3.419880134661618,2.8327154038697273
388,20640N2,0.6490169881316598,2.198578781315408,2.487312917040126
389,20641N2,1.0987893029277271,2.9294337803847394,3.0580193401874927
390,20660N2,10.004772353709527,5.263823309743051,3.515000930497103
391,20672N2,0.9569274561901431,2.449950484643851,2.4288557131418633
392,21000N2,3.451128624470028,3.0291871561242742,2.363571343551564
393,21001N2,3.981871775879577,3.276236368587005,2.493265735207945
394,21010N2,4.226420471645094,3.9455591809144606,3.133624717513384
395,21011N2,4.529857991822771,3.926903669980879,3.0614063445841624
396,21012N2,7.337166138950318,4.524461378111561,3.293050775972116
397,21013N2,7.181871803643492,4.362479109956333,3.1796980005358795
398,21014N2,6.768920259435086,4.438389666015634,3.241631083111896
399,21020N2,0.9485598819335904,2.7302308924851006,2.917250452166853
400,21032N2,0.5775579634452691,1.9469053707389563,2.1794002381769824
401,21050N2,6.105060661502202,4.75785261489095,3.2952359695131554
402,21051N2,5.041380795529934,4.968179151514751,3.585842585806868
403,21052N2,5.583306189323681,4.549293347488355,3.1341114698493993
404,21053N2,5.466137155919266,5.085502116414098,3.658972424779725
405,21080N2,4.206701229054962,3.6994445088610286,2.829166063316218
406,21081N2,2.3822081062349336,3.3134253034572048,2.742142005412613
407,21082N2,4.043429680820812,3.480521088460113,2.703001217118087
408,21083N2,2.329802079002995,2.895383205811263,2.3449103237566873
409,21100N2,4.673195954710365,4.091192775350647,3.1734660811847757
410,21101N2,4.214211933128453,4.07855451255337,3.231003560886409
411,21102N2,4.413941966048433,4.411016629409039,3.507617386890896
412,21110N3,9.407945667237115,8.173670533925065,5.8511090467676885
413,21111N3,1.9904203572126873,2.6978215234825687,1.9500082197098358
414,21120N2,6.914261605460042,4.693720662894145,3.4175967470986643
415,21170N2,6.028115132195062,4.2360807683729425,3.1562295353643672
416,21181N2,3.080705859729574,4.4262216319101775,3.766096328387046
417,21182N2,2.0816063178065782,3.43680416208186,3.1167590442803745
418,21190N2,5.050143537643928,4.7584286347065285,4.002505143501994
419,21200N2,2.4155782204575553,3.589976100958718,2.9229903896875156
420,21201N2,1.1686105303362058,2.9615294663156417,2.6754875847416955
421,21210N2,0.8969290219027785,2.478527447562933,2.756563790005248
422,21220N2,2.1692851801472686,3.068567256166484,2.659300450063168
423,21230N2,3.7035772006124157,3.98821896705588,2.8458909756893385
424,21250N2,2.2421023431757385,2.3602390555206227,1.6278219283324993
425,21251N2,4.303394421645142,3.818312355183255,2.8154154204164783
426,21260N2,2.452905849918994,3.4937754539033112,3.0470046868485507
427,21280N3,8.810521685442112,4.956160138003011,3.6486612937180567
428,21290N2,1.7653132151907,3.412630530635501,3.3267431380998453
429,21291N3,3.2918730059269983,5.130839634551852,4.3683986246631825
430,21300C3,2.485352286834783,4.04935525323705,3.05574541539335
