Number,structure,111K,231K,296K
199,19230N2,0.8540744960930375,2.264462531291008,2.5113672728957033
200,19231N2,0.4462363041865511,1.47288684453763,1.9357715631740087
201,19280N2,1.0671878938090344,2.438527506809037,2.4725830458192366
202,19281N2,1.1047577892862275,2.528015304306145,2.6725369680498336
203,19282N2,1.2982293726326035,2.696566427454774,2.693717201730038
204,19283N2,1.0504212617383784,2.3688500311881877,2.4512156087972006
205,19311N2,1.1483214438355989,2.9033537502610245,3.0035588411521443
206,19330N2,2.256604190796942,3.015631611846359,2.645478372677302
207,19360N2,0.5218284329223831,1.8319315153870401,2.2185884627462396
208,19361N2,2.9758147174030425,4.3540050602431055,3.829444223396949
209,19362N2,4.231465089386557,4.568433500525814,3.779472787571879
210,19363N2,4.065652444228076,4.154769998320396,3.400895158979983
211,19364N2,4.1030686612141976,4.006813638660223,3.2132615205144743
212,19365N2,3.377741330550192,3.5215431860157507,2.8829563683967057
213,19366N2,4.0340076285453454,4.295571282034004,3.5285775813045954
214,19400N3,1.1618263157252229,3.5777686637500983,4.82172702976169
215,19401N3,1.1897282441432242,3.2520060302948304,4.367629369723458
216,19402N3,0.47194779800730063,1.146573461076763,1.7811048287355788
217,19410N2,0.6997168684723529,1.9330453085343633,2.178681169716009
218,19411N2,1.769217078507395,2.8793201161372295,2.7293388714458255
219,19412N2,2.471808085506032,3.124537803941185,2.6985369578509206
220,19413N2,2.3482013074566033,3.9173680451887267,3.557232687847749
221,19420N3,4.855783532511123,8.071708830212842,6.536962143210297
222,19421N3,9.589084910722066,10.3864243297955,7.994726901410463
223,19450N2,2.770134666195296,3.815818078804645,3.4334102547833716
224,19451N2,2.160177323000488,3.91091593713205,3.7096112444239444
225,19452N2,3.2776843823004818,3.985505113771383,3.568392152179823
226,19453N2,3.7759610531737753,4.300555938705667,3.805742450219926
227,19454N2,4.415185277438831,4.431053812888587,3.8390690567073285
228,19455N2,6.658852280170903,6.2926262033778535,5.296471972204561
229,19456N2,1.795818136286821,3.4972118749667964,3.392927642592921
230,19462N2,0.8399424774010249,2.644245172829346,2.8982680037228423
231,19463N2,0.7149248706151569,1.9827819799985076,2.219294986878266
232,19470N2,0.4321159033954552,1.5600775100323963,1.936828629317825
233,19480N2,2.5783649983596995,3.3074673684528215,2.798327259094235
234,19482N2,1.750301234774102,1.85286042786862,1.4158522815481747
235,19500N2,3.954620667443411,4.167781947411939,3.326851812956062
236,19510N2,2.878583456464632,4.464523762733803,4.198341210268042
237,19511N2,0.574602850696067,2.06126483278985,2.4940573428043944
238,19520N2,2.16901311379231,3.6288505667846658,3.3228883192676357
239,19521N2,2.0105410677777633,3.311798373042477,3.023167417758228
240,19522N2,1.4018908426915608,2.526491573107238,2.4107301064928612
241,19530N2,1.2877598726426065,3.141081730672166,3.2444273317425587
242,19531N2,6.034196062661056,7.286726107048743,6.295420741945852
243,19541N2,1.1102492064087792,2.607690235687869,2.7035072464809096
244,19550N2,0.8189078950000708,2.4090950667892934,2.6003773596481565
245,19560N2,1.8525747363003298,3.124400073591017,2.7736051163952413
246,19571N2,0.9795331692733305,2.634476181184587,2.7536730378009677
247,20000N2,0.5225477438256836,1.782006687119456,2.275765828145052
248,20040N2,1.7712490784975274,4.446807022306981,4.39050755051992
249,20050N2,2.731420441367198,3.5282772615316387,2.8466508692716075
250,20051N2,2.6340060005142214,3.4012310431327366,2.757309610347213
251,20052N2,2.6182938452193842,3.392784426188654,2.745016803320301
252,20070N2,0.12543912804549928,0.9837123863523572,1.3976104620061358
253,20100C3,4.854072110972892,4.772415171261235,4.161132782098566
254,20110N3,23.97770921999469,11.581773809063366,8.20842067560744
255,20111N3,6.658166806498148,8.857170981591816,6.541996625868378
256,20112N3,2.668893271497243,5.731626463314732,4.974009597015551
257,20130N2,1.5487037970793391,2.8964379285017197,2.702673972705147
258,20150N2,1.3832879542281822,2.4489382203935284,2.161905597610209
259,20151N2,1.4007001963246761,2.4399412840038632,2.2574780417218894
260,20152N2,1.2232279665211545,2.3364563323382446,2.0665379558348285
261,20153N2,1.2905472343886863,2.3821139995909433,2.2132374845236944
262,20161N2,1.0420158325713254,2.3061742864824515,2.1907249569153056
263,20163N2,2.1030008189712333,3.3920305253842984,3.063133323923142
264,20164N2,2.134965567231453,3.4072247962173807,3.0507880353056596
265,20165N2,1.3313989615511026,3.10962163603555,3.2834345320260625
266,20166N2,2.1452818380050402,3.314753904313367,2.938273939604296
267,20167N2,0.7222036350925867,2.1623323241263295,2.2670485076115687
268,20168N2,1.0287968452096798,2.293126239305582,2.1812762659947893
269,2016aN2,2.1164004534009333,3.3700604155981515,3.016535521659393
270,2016bN2,1.1812811631389457,2.9901822212124727,3.180046395470622
271,20170N2,0.4312003343766815,1.3569250487835132,1.8815236542794593
272,20173N2,0.7072377333228724,2.2659644330542252,2.5813925053846685
273,20180N2,1.6293285503500858,3.510221069054164,3.0983617273889785
274,20181N2,1.1217346143463363,2.77846213540878,2.572931686722747
275,20182N2,0.6897004670715838,2.1219916561386984,2.3920397231153565
276,20190N2,1.6931316854820226,3.5347981377045357,3.4219728123837614
277,20191N2,4.764922763470579,4.8828683827746495,3.959175205259536
278,20200N2,0.40126915920466605,1.7276338597786354,2.1262773951495255
279,20202N2,1.6388943929212239,4.0048902507993045,4.248346778651303
280,20203N2,0.44618152349091184,1.735093252459317,2.1155370347572866
281,20210N2,0.591298170350241,1.8814442397183722,2.5156996380867813
282,20211N2,0.2345889139103272,1.2532302481102695,1.8120685111491102
283,20220N2,0.7079388011299866,2.1000655457706463,2.3656584457946397
284,20250N2,2.5852491874094286,4.332551641394183,4.186530649653855
285,20281N2,0.662282416777019,2.135125607955783,2.6358226535451785
286,20300N2,0.3555133359447692,1.3281625079728683,1.807096490389178
287,20310N2,3.5915303011619857,7.0796643753975,6.445266240933161
288,20311N2,5.471709732816577,8.023717145674665,7.375350570109397
289,20320N2,1.3383037681138847,3.340341291281516,3.401456020627506
290,20321N2,1.8470902781116512,3.764361563767454,3.670873165758798
291,20330N2,1.1095600402869104,2.884539854721982,3.1135432757104424
292,20341N2,0.579886422820367,1.9384137275269424,2.2645652095070736
293,20360N2,0.9926649141796062,2.6676902668320515,2.8397052680823087
294,20370N3,1.4993822177425884,4.302009545683133,5.0747608099983506
295,20390N2,0.8707146683982161,2.422431967317291,2.649272353140953
296,20391N2,0.9119919810915933,2.4994030718602067,2.741931841873267
297,20392N2,0.9428852775029676,2.5261194061549617,2.7940457802940952
298,20401N2,0.7886990388910634,2.608900240816395,3.2000888257392432
299,20402N2,1.141035407829707,3.264887501132296,3.2425350942952305
300,20403N2,0.41244956982335473,1.4309094056292395,1.9366589342934424
301,20410N2,0.9644012519141743,2.604062693367747,2.8622715430606323
302,20430N3,16.495019615403073,11.712558866484052,8.629863694070519
303,20470N2,0.38811740182362114,1.242990027531548,1.6730045927731576
304,20471N2,0.7681288052265152,2.4764622669694463,2.862453514320087
305,20472N2,1.3766188441958631,3.391442793650391,3.53843077048419
306,20473N2,5.122643423790965,5.274419246908018,4.531753324016954
307,20490N2,0.6825068711265846,1.829311110668365,2.0842932893414843
308,20510N2,2.0959683296330995,3.7476678485553534,3.483351291341509
309,20530N2,0.9432782120085623,2.646112455746536,2.866949236287388
310,20531N2,1.4754264755922482,3.340041576902561,3.2121775996086757
311,20564N3,0.3234707619853203,1.2222334412826896,1.639955239299698
312,20580N3,0.7064238932976017,1.9653612293119094,2.0854013836053724
313,20581N2,0.6868152291110863,1.9162700438025682,2.0382320612559934
314,20590N2,0.4777534056256882,1.8589634283679977,2.218439558788293
315,20600N2,1.2668642853890548,2.837880047587201,2.8571706283709997
316,20610N2,0.6960227347648072,2.17504104006777,2.5257153637523198
317,20611N2,2.052782958657884,4.035813654692971,3.716661039794885
318,20631N2,1.1127052195228149,2.7471180230383996,2.864623117092688
319,20660N2,7.367404175176615,6.490865603239028,4.475844359680093
320,21000N2,1.6141329301707628,2.9403744801674754,2.7224337321942293
321,21001N2,1.9054334554018373,3.245547004928593,2.959194722388391
322,21010N2,1.8726293585277434,3.5538973239018437,3.3734446031799985
323,21011N2,2.1116818250020817,3.6727470228626977,3.400982404412111
324,21012N2,4.586802592365788,4.9556141102206706,4.117547872923014
325,21013N2,4.625863719468629,4.773712309922954,3.911343201962332
326,21014N2,3.973534465213374,4.702260089729841,3.95207022139186
327,21050N2,3.051052770544464,5.067630426384062,4.214228336079305
328,21051N2,2.197823398696102,4.7542870299100075,4.290064178149023
329,21052N2,2.659884599864393,4.835268256080497,4.081295885627817
330,21053N2,2.3519016786484204,4.999158551340833,4.496764912068704
331,21080N2,1.7673990249305886,3.5205981949112743,3.3366225788832367
332,21081N2,0.9108025277688895,2.563694149729694,2.735466723380679
333,21082N2,1.941992181010329,3.3355318529481575,3.088670179130032
334,21083N2,0.9777733593808864,2.331891956034183,2.459907525746012
335,21100N2,1.783781227166325,3.624105288443317,3.5027922345678353
336,21101N2,1.6997645944666655,3.504233929810677,3.399290572253879
337,21102N2,1.7790257389905682,3.6840011945526565,3.5677304727772436
338,21110N3,3.8050894349063262,7.785196044356513,6.947571462710239
339,21111N3,1.0691747952372892,2.5252213349822945,2.359719424551659
340,21120N2,4.375104044403463,4.902693927165934,4.316375959816254
341,21170N2,3.3731323433772475,4.360803798222193,3.7212855025659315
342,21181N2,1.068311424790049,3.0029016594907856,3.281103295889282
343,21182N2,0.6655796640946601,2.089316035554906,2.450981858400279
344,21190N2,1.8536298770393607,3.666797906837769,3.5650680149457816
345,21200N2,0.7397292847706998,2.3574037484822585,2.7641153916590624
346,21220N2,0.7437251077525551,2.133004527266143,2.346031501939522
347,21230N2,1.898772320652961,4.069695116579683,3.494863503698431
348,21250N2,1.0582588489625042,2.536901384810448,2.2722643912360816
349,21251N2,2.0491859494025193,3.834804828026779,3.684531426852493
350,21260N2,0.9216395853756321,2.4494607126609713,2.599400243203301
351,21280N3,6.562192051899691,5.563790265081278,4.379201701470824
352,21290N2,0.44753099862903734,1.7689344802019855,2.160066957381856
353,21291N3,1.2344362147038586,3.515362388321506,3.8478892493645622
354,21300C3,1.1746260419603436,3.1583799057398907,3.3371653177195286
355,21310N2,0.8850415268714418,2.626002287454962,2.9827573929488596
356,21312N2,3.421184522967001,4.9699843142116995,4.561304012957553
357,21313N3,2.126413551575653,3.9759365065066885,3.8163678368951004
358,21314N2,2.5040910071009743,4.394481387052834,4.213358311456049
359,21315N3,1.4478879512089062,3.3841293536193597,3.4346151559846896
360,21320N2,1.1294668151755574,2.671435139748969,2.488130689659481
