name,PLD,LCD,ASA,Density,VF
20310N2,27.02253,27.23706,1098.13,0.316076,0.8382
20311N2,32.9942,33.26526,989.633,0.280503,0.859
20320N2,32.11596,32.47108,890.204,0.342964,0.8296
20321N2,24.52893,25.04149,1018.66,0.467003,0.778
20331N2,17.6374,17.92327,1235.28,0.53257,0.7152
20340N2,13.98775,14.67184,1179.22,0.695968,0.643
20341N2,19.54583,19.70949,1083.93,0.54873,0.717
20350N2,13.86732,14.541,1258.34,0.643867,0.701
20360N2,26.72274,27.03934,938.129,0.43331,0.7788
20361N2,18.51026,18.88525,1081.83,0.571047,0.704
20362N2,10.38794,10.70439,1254.06,0.78566,0.6
20370N3,10.68891,12.55381,1885.68,0.318408,0.8354
20380N2,18.30978,18.56784,1183.5,0.654646,0.7296
20390N2,23.58447,23.80713,1040.31,0.515094,0.7626
20391N2,25.27526,25.44012,1026.11,0.494729,0.7702
20392N2,26.55102,26.7842,1021.05,0.466584,0.7732
20400N2,2.83744,5.01536,0,0.970545,0.5054
20401N2,15.89072,16.27449,2160.55,0.410623,0.7922
20402N2,11.27082,11.71927,1463.22,0.58915,0.697
20403N2,7.69661,9.59781,1994.79,0.61793,0.6798
20410N2,25.95918,26.68701,1226.69,0.501955,0.7498
20411N2,8.88235,9.46666,1555.03,0.685648,0.6466
20420N2,9.99197,10.37381,1120.93,0.971718,0.555
20421N2,9.85091,10.3434,1188.13,0.970835,0.5568
20430N3,47.10105,47.6541,791.498,0.108753,0.9538
20440N3,13.03603,13.83981,1728.54,0.494933,0.7576
20441N3,10.95853,12.77312,1972.46,0.44454,0.7768
20442N3,8.716,9.27683,1980.01,0.610001,0.6828
20443N3,9.51566,10.3157,1613.49,0.569717,0.7152
20450N2,14.44539,14.68024,1416.22,0.544172,0.7084
20460N2,9.83779,10.76848,1124.01,1.05326,0.5798
20470N2,23.81537,24.2473,1252.68,0.54985,0.7276
20471N2,27.80888,28.18522,976.47,0.430945,0.791
20472N2,33.994,34.2825,861.939,0.367176,0.8144
20473N2,56.24885,56.39856,624.098,0.240713,0.8774
20490N2,21.54924,21.8136,1269.49,0.565759,0.6986
20491N2,18.38647,18.83115,1360.51,0.633766,0.6616
20500N3,8.73946,11.45395,2139.76,0.515475,0.7608
20501N3,5.09435,8.64908,1612.72,0.805153,0.6168
20510N2,28.12837,28.45277,1204.98,0.431664,0.779
20520N3,13.89447,14.16961,1360.37,0.659957,0.659
20521N3,14.14299,14.59462,1403.43,0.648408,0.6618
20530N2,18.42074,18.86672,1552.51,0.568392,0.7346
20531N2,23.21883,23.48624,1417.27,0.505433,0.7622
20540N2,9.37237,10.14683,1345.93,0.89044,0.565
20541N2,5.93934,7.94221,1311.09,0.921233,0.5638
20542N2,9.32459,10.09049,1536.23,0.76916,0.603
20543N2,9.44647,10.32133,1322.47,0.801631,0.5896
20544N2,12.99112,14.12056,1006.85,0.796551,0.599
20550N2,7.77643,8.00532,882.846,1.21181,0.4478
20551N2,6.96122,7.33268,829.038,1.16737,0.455
20560N3,3.47396,5.48955,1557.72,1.04285,0.5672
20561N3,3.10369,5.92219,0,1.25766,0.533
20562N3,3.45916,6.2015,939.516,1.14038,0.506
20563N3,7.44904,8.45071,1952.56,0.782241,0.657
20564N3,7.21521,9.2454,2337.02,0.568549,0.7436
20565N3,1.14758,2.20808,0,1.75706,0.247
20570N3,2.68478,3.52587,0,1.15751,0.3866
20571N3,4.83732,5.87561,945.32,0.937543,0.508
20580N3,15.52394,16.10591,1273.93,0.54026,0.7242
20581N2,15.43481,15.98492,1277.14,0.570166,0.7164
20590N2,26.05817,26.3841,1138.97,0.504711,0.7454
20600N2,23.87566,24.12468,1030.42,0.589136,0.7264
20610N2,27.12493,27.59657,996.322,0.396672,0.8018
20611N2,25.93438,26.25273,1017.6,0.405037,0.8024
20620N2,12.48125,12.94086,1198.01,0.727503,0.6322
20621N2,1.99465,4.5902,0,1.17795,0.4118
20630N2,26.00484,26.28015,1233.11,0.500233,0.7342
20631N2,31.66569,32.08143,1119.86,0.486739,0.7692
20640N2,19.78,20.10637,1220.15,0.543702,0.7066
20650N2,7.61201,8.01999,1662.02,0.812619,0.5964
20651N3,10.41847,11.03913,1527,0.748765,0.6326
20652N2,7.55389,8.10745,1650.91,0.888982,0.5772
20653N2,6.50561,6.95697,1575.12,1.004,0.5774
20670N3,15.14312,15.50764,1569.92,0.450958,0.7596
20671N2,15.07837,15.46332,1275.2,0.650434,0.6656
20672N2,15.55837,15.82503,1246.72,0.623778,0.6872
21000N2,27.56956,27.89059,1026.42,0.517939,0.8086
21010N2,27.22108,27.58096,1025.83,0.41562,0.7978
21011N2,25.84799,25.9731,1017.49,0.407076,0.8046
21012N2,27.52497,27.834,950.524,0.416504,0.8022
21013N2,26.16393,26.41373,1020.67,0.396938,0.8086
21014N2,25.82549,26.10189,1010.56,0.399588,0.7988
21020N2,7.03851,8.84993,2532.16,0.487943,0.7398
21021N2,5.09152,6.81787,2019.61,0.647199,0.6498
21030N2,19.33215,19.66873,1081.63,0.613133,0.6902
21031N2,9.24781,9.80223,1393.32,0.72702,0.6284
21032N2,19.85391,20.33709,1131.73,0.565472,0.7148
21033N2,8.4371,9.24352,1588.09,0.675273,0.6518
21034N2,9.39151,9.91827,1464.31,0.682493,0.6478
21035N2,9.34537,9.74473,1465.22,0.683572,0.6482
21040N3,4.3236,4.93646,752.706,1.10037,0.4766
21041N3,11.18411,11.33524,1281.21,0.895197,0.5624
21050N2,17.77841,18.49598,1473.27,0.392149,0.7926
21051N2,12.83279,13.92801,1592.62,0.549285,0.7154
21052N2,17.0507,17.80496,1472.28,0.406102,0.7876
21053N2,19.53162,20.0968,1457.45,0.379951,0.8
21060N2,24.5813,24.80113,1002.34,0.614594,0.685
21070N2,12.17555,12.57222,1314.01,0.915235,0.6228
21071N2,11.60452,11.98603,1351.01,0.891872,0.618
21072N2,11.89131,12.25037,1359.59,0.836948,0.6352
21073N2,12.2057,12.54442,1399.56,0.798294,0.6394
21080N2,29.65457,29.84478,930.148,0.458868,0.782
21081N2,23.09195,23.32085,1073.87,0.572608,0.7408
21082N2,28.84089,29.04188,926.399,0.489055,0.7692
21090N3,2.40674,2.8857,0,1.28554,0.338
21091N3,3.80617,4.70093,490.044,1.06275,0.4538
21100N2,27.69843,27.9289,1026.68,0.398476,0.8088
21101N2,26.5873,26.93593,1047.31,0.432618,0.7942
21110N3,22.15473,22.82204,1387.51,0.34437,0.8134
21111N3,8.0431,10.0594,1827.02,0.557303,0.695
21120N2,31.80697,32.29337,884.274,0.386535,0.8076
21130N2,17.65467,17.9725,1280.39,0.585226,0.708
21131N2,19.00609,19.53661,1071.33,0.623197,0.6952
21140N2,9.75555,10.66349,1355.02,0.801267,0.6034
21150N2,8.35874,8.85682,517.876,0.987896,0.534
21170N2,27.99736,28.2318,980.14,0.4159,0.7848
21180N2,20.43885,20.76397,1118.84,0.582221,0.7314
21181N2,22.48831,22.76316,1135.63,0.433991,0.774
21190N2,37.25852,37.49493,822.304,0.317271,0.838
21191N2,41.72911,41.84933,799.511,0.327857,0.8464
21200N2,21.19367,21.39515,1124.79,0.520441,0.7422
21201N2,14.70447,14.92513,1501.74,0.579233,0.7088
21220N2,27.45373,27.6721,1120.68,0.495526,0.7562
21230N2,9.24025,10.06892,2316.11,0.474191,0.7466
21250N2,11.92591,12.21678,1283.91,0.739034,0.6346
21251N2,15.15307,15.6606,1345.29,0.523442,0.7466
21260N2,19.99848,20.81425,1252.67,0.581995,0.7214
21270N3,3.92773,4.50341,373.567,1.05224,0.448
21271N3,5.97895,8.19356,1857.84,0.724363,0.6138
21280N3,33.78725,33.86917,885.487,0.334821,0.8416
21290N2,24.12829,24.4929,1071.9,0.43287,0.7968
21291N3,22.36852,23.30635,1266.37,0.377397,0.8178
21310N2,21.84494,22.34369,1115.45,0.436662,0.7758
21311N3,25.22524,25.83796,1053.2,0.41827,0.7854
21312N2,43.92127,44.22159,741.502,0.242289,0.8722
21313N3,44.58568,44.82728,751.634,0.250067,0.873
21314N2,29.50842,29.82144,959.622,0.370317,0.8182
21315N3,27.93758,28.19065,985.28,0.39873,0.803
21320N2,18.07174,18.45842,1176.11,0.553442,0.7156
