,name,PLD,LCD,ASA,Density,VF,site,ratio,T,DC
834,18121N3,5.7836,6.24203,970.74,0.992781,0.4698,0.0,0.0,111,0.7580524520535714
835,18121N3,5.7836,6.24203,970.74,0.992781,0.4698,0.0,0.0,231,0.44214112375
836,18121N3,5.7836,6.24203,970.74,0.992781,0.4698,0.0,0.0,296,0.27643890723214287
837,18122N3,7.03285,7.34862,1106.14,0.93972,0.504,0.0,0.0,111,0.9649735447321429
838,18122N3,7.03285,7.34862,1106.14,0.93972,0.504,0.0,0.0,231,0.530339330357143
839,18122N3,7.03285,7.34862,1106.14,0.93972,0.504,0.0,0.0,296,0.33612721669642864
840,18130N3,8.31199,8.60374,1486.39,0.741461,0.6068,0.0,0.0,111,1.9248254080357143
841,18130N3,8.31199,8.60374,1486.39,0.741461,0.6068,0.0,0.0,231,1.0711011054464286
842,18130N3,8.31199,8.60374,1486.39,0.741461,0.6068,0.0,0.0,296,0.6931584509821429
843,18131N3,3.81261,4.1723,393.539,1.11958,0.4114,0.0,0.0,111,0.2747227247321428
844,18131N3,3.81261,4.1723,393.539,1.11958,0.4114,0.0,0.0,231,0.2596849766964286
845,18131N3,3.81261,4.1723,393.539,1.11958,0.4114,0.0,0.0,296,0.14938946375
846,18133N3,7.33278,9.33373,1776.51,0.601192,0.6848,0.0,0.0,111,3.275474442857143
847,18133N3,7.33278,9.33373,1776.51,0.601192,0.6848,0.0,0.0,231,1.3690290504464286
848,18133N3,7.33278,9.33373,1776.51,0.601192,0.6848,0.0,0.0,296,0.903223174732143
849,18134N3,11.97962,12.64216,1554.06,0.58135,0.6942,0.0,0.0,111,3.1607953741071433
850,18134N3,11.97962,12.64216,1554.06,0.58135,0.6942,0.0,0.0,231,1.334565831607143
851,18134N3,11.97962,12.64216,1554.06,0.58135,0.6942,0.0,0.0,296,0.889952698482143
852,18140N2,17.5668,18.06284,1326.79,0.425624,0.7776,0.0,0.0,111,4.748797028571429
853,18140N2,17.5668,18.06284,1326.79,0.425624,0.7776,0.0,0.0,231,1.8168937416964288
854,18140N2,17.5668,18.06284,1326.79,0.425624,0.7776,0.0,0.0,296,1.26806781375
855,18141N2,19.35941,19.67816,1166.2,0.49422,0.736,0.0,0.0,111,3.833642782410714
856,18141N2,19.35941,19.67816,1166.2,0.49422,0.736,0.0,0.0,231,1.460266218125
857,18141N2,19.35941,19.67816,1166.2,0.49422,0.736,0.0,0.0,296,1.0178314746428572
858,18142N3,28.36231,31.01001,1043.32,0.139365,0.9248,0.0,0.0,111,14.943301983035717
859,18142N3,28.36231,31.01001,1043.32,0.139365,0.9248,0.0,0.0,231,5.8767380267857146
860,18142N3,28.36231,31.01001,1043.32,0.139365,0.9248,0.0,0.0,296,4.436403728482143
861,18143N3,31.0228,35.74932,858.165,0.109077,0.9404,0.0,0.0,111,18.455896804464288
862,18143N3,31.0228,35.74932,858.165,0.109077,0.9404,0.0,0.0,231,7.508416772678571
863,18143N3,31.0228,35.74932,858.165,0.109077,0.9404,0.0,0.0,296,5.652990577589287
864,18150N2,12.01614,12.45034,1316.51,0.880351,0.6366,0.0,0.0,111,1.8282688382142855
865,18150N2,12.01614,12.45034,1316.51,0.880351,0.6366,0.0,0.0,231,0.7878873969642859
866,18150N2,12.01614,12.45034,1316.51,0.880351,0.6366,0.0,0.0,296,0.5182925776785715
867,18151N2,15.94596,16.14722,1218.99,0.755579,0.6658,0.0,0.0,111,2.2851008621428575
868,18151N2,15.94596,16.14722,1218.99,0.755579,0.6658,0.0,0.0,231,0.9281607736607144
869,18151N2,15.94596,16.14722,1218.99,0.755579,0.6658,0.0,0.0,296,0.6409915821428572
870,18161N2,13.88005,15.08539,1273.17,0.717263,0.6706,0.0,0.0,111,2.4667188305357146
871,18161N2,13.88005,15.08539,1273.17,0.717263,0.6706,0.0,0.0,231,0.999963931607143
872,18161N2,13.88005,15.08539,1273.17,0.717263,0.6706,0.0,0.0,296,0.6798178032142858
873,19000N3,16.44139,19.29272,1302.64,0.207178,0.896,0.0,0.0,111,10.792384977678573
874,19000N3,16.44139,19.29272,1302.64,0.207178,0.896,0.0,0.0,231,4.149064238660715
875,19000N3,16.44139,19.29272,1302.64,0.207178,0.896,0.0,0.0,296,3.0381623499107144
876,19003N3,9.22101,11.52735,1941.58,0.280825,0.8644,0.0,0.0,111,9.045214404464286
877,19003N3,9.22101,11.52735,1941.58,0.280825,0.8644,0.0,0.0,231,3.2512705583928576
878,19003N3,9.22101,11.52735,1941.58,0.280825,0.8644,0.0,0.0,296,2.2936422164285717
879,19010N2,10.53322,11.18108,1344.66,0.739465,0.62,0.0,0.0,111,2.159591779642857
880,19010N2,10.53322,11.18108,1344.66,0.739465,0.62,0.0,0.0,231,0.8860226115178572
881,19010N2,10.53322,11.18108,1344.66,0.739465,0.62,0.0,0.0,296,0.5829984929464286
882,19020N3,8.83606,11.48909,2126.12,0.322836,0.8448,0.0,0.0,111,7.487455815178572
883,19020N3,8.83606,11.48909,2126.12,0.322836,0.8448,0.0,0.0,231,2.751161656517857
884,19020N3,8.83606,11.48909,2126.12,0.322836,0.8448,0.0,0.0,296,1.9480103604464287
885,19022N3,8.10351,9.98288,2395.41,0.367537,0.8304,0.0,0.0,111,6.872075033035716
886,19022N3,8.10351,9.98288,2395.41,0.367537,0.8304,0.0,0.0,231,2.508347408214286
887,19022N3,8.10351,9.98288,2395.41,0.367537,0.8304,0.0,0.0,296,1.7270240236607144
888,19030N2,11.91278,12.48149,1177.38,0.990703,0.565,0.0,0.0,111,1.298292800267857
889,19030N2,11.91278,12.48149,1177.38,0.990703,0.565,0.0,0.0,231,0.5239877047321428
890,19030N2,11.91278,12.48149,1177.38,0.990703,0.565,0.0,0.0,296,0.35271123642857144
891,19041N2,23.24773,23.54429,1077.4,0.521034,0.7628,0.0,0.0,111,3.4517722532142865
892,19041N2,23.24773,23.54429,1077.4,0.521034,0.7628,0.0,0.0,231,1.3020767648214286
893,19041N2,23.24773,23.54429,1077.4,0.521034,0.7628,0.0,0.0,296,0.9510271513392857
894,19050N2,31.49777,32.21428,938.383,0.381925,0.8206,0.0,0.0,111,5.145119963392857
895,19050N2,31.49777,32.21428,938.383,0.381925,0.8206,0.0,0.0,231,2.0020724367857143
896,19050N2,31.49777,32.21428,938.383,0.381925,0.8206,0.0,0.0,296,1.4882680532142856
897,19051N2,28.14934,28.45344,977.906,0.3959,0.8072,0.0,0.0,111,4.895233174196429
898,19051N2,28.14934,28.45344,977.906,0.3959,0.8072,0.0,0.0,231,1.9051249851785714
899,19051N2,28.14934,28.45344,977.906,0.3959,0.8072,0.0,0.0,296,1.3806992569642857
900,19060N2,14.87802,15.12574,1204.4,0.604869,0.6848,0.0,0.0,111,2.854904990089286
901,19060N2,14.87802,15.12574,1204.4,0.604869,0.6848,0.0,0.0,231,1.087681596607143
902,19060N2,14.87802,15.12574,1204.4,0.604869,0.6848,0.0,0.0,296,0.7577347037500002
903,19061N2,15.93025,16.1939,1195.31,0.560088,0.7004,0.0,0.0,111,3.2367144870535713
904,19061N2,15.93025,16.1939,1195.31,0.560088,0.7004,0.0,0.0,231,1.2077684685714285
905,19061N2,15.93025,16.1939,1195.31,0.560088,0.7004,0.0,0.0,296,0.8432713589285714
906,19070N2,27.06543,27.27431,1029.65,0.455449,0.7902,0.0,0.0,111,4.229209855803572
907,19070N2,27.06543,27.27431,1029.65,0.455449,0.7902,0.0,0.0,231,1.624574330625
908,19070N2,27.06543,27.27431,1029.65,0.455449,0.7902,0.0,0.0,296,1.1690993194642858
909,19080N2,14.00828,15.58128,1496.81,0.575762,0.728,0.0,0.0,111,3.054576332321429
910,19080N2,14.00828,15.58128,1496.81,0.575762,0.728,0.0,0.0,231,1.2618506520535717
911,19080N2,14.00828,15.58128,1496.81,0.575762,0.728,0.0,0.0,296,0.8675348560714287
912,19090N2,24.16371,24.48794,1019.98,0.485873,0.7796,0.0,0.0,111,3.913174150982143
913,19090N2,24.16371,24.48794,1019.98,0.485873,0.7796,0.0,0.0,231,1.5003866741964285
914,19090N2,24.16371,24.48794,1019.98,0.485873,0.7796,0.0,0.0,296,1.0811780675
915,19101N2,15.24391,15.51822,1167.96,0.784279,0.6644,0.0,0.0,111,2.383962866160714
916,19101N2,15.24391,15.51822,1167.96,0.784279,0.6644,0.0,0.0,231,0.9689204296428572
917,19101N2,15.24391,15.51822,1167.96,0.784279,0.6644,0.0,0.0,296,0.6659944249107144
918,19102N2,19.98784,20.3924,1099.29,0.600086,0.7212,0.0,0.0,111,3.1260063894642856
919,19102N2,19.98784,20.3924,1099.29,0.600086,0.7212,0.0,0.0,231,1.2555070889285715
920,19102N2,19.98784,20.3924,1099.29,0.600086,0.7212,0.0,0.0,296,0.8792797974107145
921,19110N2,25.94421,26.15729,1031.59,0.418042,0.7798,0.0,0.0,111,4.508599836339286
922,19110N2,25.94421,26.15729,1031.59,0.418042,0.7798,0.0,0.0,231,1.7176615592857145
923,19110N2,25.94421,26.15729,1031.59,0.418042,0.7798,0.0,0.0,296,1.2506980441964286
924,19120N2,15.0597,15.5223,1341.71,0.585376,0.7304,0.0,0.0,111,3.3597322116071435
925,19120N2,15.0597,15.5223,1341.71,0.585376,0.7304,0.0,0.0,231,1.3570661669642858
926,19120N2,15.0597,15.5223,1341.71,0.585376,0.7304,0.0,0.0,296,0.923506213125
927,19122N2,14.82861,15.26741,1362.76,0.642369,0.6936,0.0,0.0,111,2.559312461696429
928,19122N2,14.82861,15.26741,1362.76,0.642369,0.6936,0.0,0.0,231,1.0544828017857144
929,19122N2,14.82861,15.26741,1362.76,0.642369,0.6936,0.0,0.0,296,0.7257928211607144
930,19130N2,19.19279,19.56512,1116.33,0.575613,0.7146,0.0,0.0,111,3.083780967410714
931,19130N2,19.19279,19.56512,1116.33,0.575613,0.7146,0.0,0.0,231,1.2024460392857144
932,19130N2,19.19279,19.56512,1116.33,0.575613,0.7146,0.0,0.0,296,0.8444651037500001
933,19140N2,13.81761,14.07691,1428.11,0.785279,0.6614,0.0,0.0,111,2.1943638754464287
934,19140N2,13.81761,14.07691,1428.11,0.785279,0.6614,0.0,0.0,231,0.79243420625
935,19140N2,13.81761,14.07691,1428.11,0.785279,0.6614,0.0,0.0,296,0.5359674668750001
936,19142N2,20.0517,20.26849,1051.77,0.667606,0.7086,0.0,0.0,111,2.8124850101785714
937,19142N2,20.0517,20.26849,1051.77,0.667606,0.7086,0.0,0.0,231,1.1436294826785713
938,19142N2,20.0517,20.26849,1051.77,0.667606,0.7086,0.0,0.0,296,0.8014715542857145
939,19144N2,10.66069,11.46035,1260.82,1.00342,0.5838,0.0,0.0,111,1.4529421122321429
940,19144N2,10.66069,11.46035,1260.82,1.00342,0.5838,0.0,0.0,231,0.6715704292857143
941,19144N2,10.66069,11.46035,1260.82,1.00342,0.5838,0.0,0.0,296,0.44040531857142856
942,19150N2,3.69866,4.43946,568.133,1.38933,0.4064,0.0,0.0,111,0.1467405990178572
943,19150N2,3.69866,4.43946,568.133,1.38933,0.4064,0.0,0.0,231,0.3696868007142857
944,19150N2,3.69866,4.43946,568.133,1.38933,0.4064,0.0,0.0,296,0.2468292375892857
945,19170N2,20.24598,21.06324,1244.5,0.583714,0.6982,0.0,0.0,111,2.713507977053572
946,19170N2,20.24598,21.06324,1244.5,0.583714,0.6982,0.0,0.0,231,1.061951680714286
947,19170N2,20.24598,21.06324,1244.5,0.583714,0.6982,0.0,0.0,296,0.7294288558928572
948,19180N2,27.00362,27.19606,1013.49,0.398703,0.8136,0.0,0.0,111,4.757632032767858
949,19180N2,27.00362,27.19606,1013.49,0.398703,0.8136,0.0,0.0,231,1.8207491321428573
950,19180N2,27.00362,27.19606,1013.49,0.398703,0.8136,0.0,0.0,296,1.3223490355357144
951,19181N2,22.72211,23.06077,1138.67,0.471181,0.7788,0.0,0.0,111,4.038037854285714
952,19181N2,22.72211,23.06077,1138.67,0.471181,0.7788,0.0,0.0,231,1.5260762257142857
953,19181N2,22.72211,23.06077,1138.67,0.471181,0.7788,0.0,0.0,296,1.0871501264285715
954,19182N2,31.84749,32.36866,906.875,0.360794,0.8324,0.0,0.0,111,5.3346472586607145
955,19182N2,31.84749,32.36866,906.875,0.360794,0.8324,0.0,0.0,231,2.130202009285714
956,19182N2,31.84749,32.36866,906.875,0.360794,0.8324,0.0,0.0,296,1.5572912
957,19190N2,9.65292,11.85478,1407.05,0.734271,0.6368,0.0,0.0,111,2.0003822455357145
958,19190N2,9.65292,11.85478,1407.05,0.734271,0.6368,0.0,0.0,231,0.9583621965178571
959,19190N2,9.65292,11.85478,1407.05,0.734271,0.6368,0.0,0.0,296,0.614241605
960,19191N2,5.68833,6.04344,1139.79,0.862786,0.5408,0.0,0.0,111,1.0243930536607144
961,19191N2,5.68833,6.04344,1139.79,0.862786,0.5408,0.0,0.0,231,0.56991729375
962,19191N2,5.68833,6.04344,1139.79,0.862786,0.5408,0.0,0.0,296,0.34865979973214284
963,19200N2,7.79301,8.62342,2000.94,0.585175,0.686,0.0,0.0,111,3.0768853178571427
964,19200N2,7.79301,8.62342,2000.94,0.585175,0.686,0.0,0.0,231,1.2629054033928573
965,19200N2,7.79301,8.62342,2000.94,0.585175,0.686,0.0,0.0,296,0.8205365311607143
966,19210N2,27.91513,28.07793,996.221,0.404815,0.7868,0.0,0.0,111,4.506743422767857
967,19210N2,27.91513,28.07793,996.221,0.404815,0.7868,0.0,0.0,231,1.740504756875
968,19210N2,27.91513,28.07793,996.221,0.404815,0.7868,0.0,0.0,296,1.2501612473214285
969,19212N2,25.4737,25.8615,1052.01,0.417379,0.783,0.0,0.0,111,4.343449685357143
970,19212N2,25.4737,25.8615,1052.01,0.417379,0.783,0.0,0.0,231,1.667611765625
971,19212N2,25.4737,25.8615,1052.01,0.417379,0.783,0.0,0.0,296,1.2024645050000002
972,19214N2,24.35244,24.66259,1079.59,0.458002,0.7816,0.0,0.0,111,3.9781787080357147
973,19214N2,24.35244,24.66259,1079.59,0.458002,0.7816,0.0,0.0,231,1.5164538820535718
974,19214N2,24.35244,24.66259,1079.59,0.458002,0.7816,0.0,0.0,296,1.0773425903571427
975,19220N2,32.41145,33.06267,880.118,0.343161,0.8274,0.0,0.0,111,5.4228256525
976,19220N2,32.41145,33.06267,880.118,0.343161,0.8274,0.0,0.0,231,2.1319434889285716
977,19220N2,32.41145,33.06267,880.118,0.343161,0.8274,0.0,0.0,296,1.5682098441964285
978,19230N2,18.15727,18.36599,1148.83,0.511933,0.7394,0.0,0.0,111,3.5153352483928573
979,19230N2,18.15727,18.36599,1148.83,0.511933,0.7394,0.0,0.0,231,1.3479113731249999
980,19230N2,18.15727,18.36599,1148.83,0.511933,0.7394,0.0,0.0,296,0.9615081339285715
981,19240N3,5.2812,5.56843,569.81,0.888677,0.5284,0.0,0.0,111,0.8098738564285716
982,19240N3,5.2812,5.56843,569.81,0.888677,0.5284,0.0,0.0,231,0.5931311650892857
983,19240N3,5.2812,5.56843,569.81,0.888677,0.5284,0.0,0.0,296,0.3760900657142858
984,19241N3,4.51313,4.91247,573.201,0.961818,0.4892,0.0,0.0,111,0.5787241325000002
985,19241N3,4.51313,4.91247,573.201,0.961818,0.4892,0.0,0.0,231,0.5142379516964286
986,19241N3,4.51313,4.91247,573.201,0.961818,0.4892,0.0,0.0,296,0.31924771392857143
987,19242N3,5.23734,5.65804,607.296,0.940009,0.5198,0.0,0.0,111,0.6954356098214287
988,19242N3,5.23734,5.65804,607.296,0.940009,0.5198,0.0,0.0,231,0.5363580458928571
989,19242N3,5.23734,5.65804,607.296,0.940009,0.5198,0.0,0.0,296,0.344513069375
990,19260N2,9.33741,10.1699,1262.17,0.840886,0.5684,0.0,0.0,111,1.70780553625
991,19260N2,9.33741,10.1699,1262.17,0.840886,0.5684,0.0,0.0,231,0.7109229116964286
992,19260N2,9.33741,10.1699,1262.17,0.840886,0.5684,0.0,0.0,296,0.4766251792857143
993,19270N2,14.6828,15.11833,1323.99,0.667973,0.6862,0.0,0.0,111,2.7283571810714293
994,19270N2,14.6828,15.11833,1323.99,0.667973,0.6862,0.0,0.0,231,1.0728237743750002
995,19270N2,14.6828,15.11833,1323.99,0.667973,0.6862,0.0,0.0,296,0.7100829221428573
996,19280N2,23.83599,24.15034,1311.36,0.564953,0.6954,0.0,0.0,111,3.0513603546428576
997,19280N2,23.83599,24.15034,1311.36,0.564953,0.6954,0.0,0.0,231,1.2046840457142858
998,19280N2,23.83599,24.15034,1311.36,0.564953,0.6954,0.0,0.0,296,0.8336035849107143
999,19281N2,25.84911,26.1718,1182.03,0.550067,0.7164,0.0,0.0,111,3.3122426351785714
1000,19281N2,25.84911,26.1718,1182.03,0.550067,0.7164,0.0,0.0,231,1.3320266468750002
1001,19281N2,25.84911,26.1718,1182.03,0.550067,0.7164,0.0,0.0,296,0.9352104700892858
1002,19282N2,29.40064,29.64785,1116.34,0.542251,0.7386,0.0,0.0,111,3.4649087642857146
1003,19282N2,29.40064,29.64785,1116.34,0.542251,0.7386,0.0,0.0,231,1.3572904688392857
1004,19282N2,29.40064,29.64785,1116.34,0.542251,0.7386,0.0,0.0,296,0.9633386291071429
1005,19283N2,27.38591,27.62491,1195.12,0.568196,0.733,0.0,0.0,111,3.275223935089286
1006,19283N2,27.38591,27.62491,1195.12,0.568196,0.733,0.0,0.0,231,1.2935564876785717
1007,19283N2,27.38591,27.62491,1195.12,0.568196,0.733,0.0,0.0,296,0.899307022232143
1008,19290N2,17.92898,18.12744,1432.79,0.602858,0.6824,0.0,0.0,111,2.754122534196429
1009,19290N2,17.92898,18.12744,1432.79,0.602858,0.6824,0.0,0.0,231,1.1498194914285715
1010,19290N2,17.92898,18.12744,1432.79,0.602858,0.6824,0.0,0.0,296,0.7745459510714287
1011,19291N2,7.77666,8.24295,1555.61,0.710445,0.6306,0.0,0.0,111,1.9667782562499998
1012,19291N2,7.77666,8.24295,1555.61,0.710445,0.6306,0.0,0.0,231,0.9715396875000002
1013,19291N2,7.77666,8.24295,1555.61,0.710445,0.6306,0.0,0.0,296,0.6354222413392857
1014,19292N2,16.12563,16.80212,1340.71,0.664142,0.6472,0.0,0.0,111,2.3716013663392856
1015,19292N2,16.12563,16.80212,1340.71,0.664142,0.6472,0.0,0.0,231,1.0175676292857143
1016,19292N2,16.12563,16.80212,1340.71,0.664142,0.6472,0.0,0.0,296,0.668750103125
1017,19310N2,16.37804,17.30225,1236.99,0.537824,0.7142,0.0,0.0,111,3.4687066105357145
1018,19310N2,16.37804,17.30225,1236.99,0.537824,0.7142,0.0,0.0,231,1.3327253226785714
1019,19310N2,16.37804,17.30225,1236.99,0.537824,0.7142,0.0,0.0,296,0.927327656607143
1020,19311N2,16.45521,17.14001,1243.22,0.555858,0.716,0.0,0.0,111,3.3854716241964287
1021,19311N2,16.45521,17.14001,1243.22,0.555858,0.716,0.0,0.0,231,1.3035963271428572
1022,19311N2,16.45521,17.14001,1243.22,0.555858,0.716,0.0,0.0,296,0.9060635992857142
1023,19330N2,31.02221,31.22738,1069.07,0.51396,0.7444,0.0,0.0,111,3.3766423417857148
1024,19330N2,31.02221,31.22738,1069.07,0.51396,0.7444,0.0,0.0,231,1.3612309658928572
1025,19330N2,31.02221,31.22738,1069.07,0.51396,0.7444,0.0,0.0,296,0.951716582232143
1026,19340N2,13.68428,13.86033,1382.66,0.601994,0.6888,0.0,0.0,111,3.096763780267857
1027,19340N2,13.68428,13.86033,1382.66,0.601994,0.6888,0.0,0.0,231,1.1866203225892857
1028,19340N2,13.68428,13.86033,1382.66,0.601994,0.6888,0.0,0.0,296,0.8152561383035715
1029,19341N2,10.45233,11.11296,1392.42,0.718609,0.622,0.0,0.0,111,2.3319998817857144
1030,19341N2,10.45233,11.11296,1392.42,0.718609,0.622,0.0,0.0,231,0.9642596151785716
1031,19341N2,10.45233,11.11296,1392.42,0.718609,0.622,0.0,0.0,296,0.6363735691071429
1032,19350N2,10.95393,11.47035,1281.51,0.782235,0.5978,0.0,0.0,111,2.015255918392857
1033,19350N2,10.95393,11.47035,1281.51,0.782235,0.5978,0.0,0.0,231,0.8621450220535715
1034,19350N2,10.95393,11.47035,1281.51,0.782235,0.5978,0.0,0.0,296,0.5760221882142857
1035,19351N2,22.6567,23.07061,1084.31,0.59269,0.6946,0.0,0.0,111,2.8497084558035715
1036,19351N2,22.6567,23.07061,1084.31,0.59269,0.6946,0.0,0.0,231,1.1042582222321429
1037,19351N2,22.6567,23.07061,1084.31,0.59269,0.6946,0.0,0.0,296,0.7678791855357143
1038,19352N2,24.12228,24.35034,1219.08,0.573437,0.7,0.0,0.0,111,3.0961757906250007
1039,19352N2,24.12228,24.35034,1219.08,0.573437,0.7,0.0,0.0,231,1.2032802067857145
1040,19352N2,24.12228,24.35034,1219.08,0.573437,0.7,0.0,0.0,296,0.8293070002678571
1041,19353N2,12.83904,13.2107,1323.18,0.660811,0.655,0.0,0.0,111,2.6630889740178576
1042,19353N2,12.83904,13.2107,1323.18,0.660811,0.655,0.0,0.0,231,1.0214119710714287
1043,19353N2,12.83904,13.2107,1323.18,0.660811,0.655,0.0,0.0,296,0.6989055188392859
1044,19360N2,28.43869,29.05122,975.006,0.376184,0.8074,0.0,0.0,111,5.037149671875
1045,19360N2,28.43869,29.05122,975.006,0.376184,0.8074,0.0,0.0,231,1.921013390089286
1046,19360N2,28.43869,29.05122,975.006,0.376184,0.8074,0.0,0.0,296,1.402808002857143
1047,19361N2,31.74327,32.06594,908.832,0.375704,0.8182,0.0,0.0,111,5.146225862053571
1048,19361N2,31.74327,32.06594,908.832,0.375704,0.8182,0.0,0.0,231,2.0132552282142857
1049,19361N2,31.74327,32.06594,908.832,0.375704,0.8182,0.0,0.0,296,1.4602324658928574
1050,19362N2,34.54894,34.69931,860.8,0.354099,0.8276,0.0,0.0,111,5.380026631785715
1051,19362N2,34.54894,34.69931,860.8,0.354099,0.8276,0.0,0.0,231,2.1145043356250004
1052,19362N2,34.54894,34.69931,860.8,0.354099,0.8276,0.0,0.0,296,1.5625304272321432
1053,19363N2,29.99025,30.2392,948.334,0.406583,0.8028,0.0,0.0,111,4.483385609642858
1054,19363N2,29.99025,30.2392,948.334,0.406583,0.8028,0.0,0.0,231,1.7942105757142859
1055,19363N2,29.99025,30.2392,948.334,0.406583,0.8028,0.0,0.0,296,1.3036524364285715
1056,19364N2,26.5749,26.90255,1055.53,0.444202,0.7848,0.0,0.0,111,3.9966275961607147
1057,19364N2,26.5749,26.90255,1055.53,0.444202,0.7848,0.0,0.0,231,1.6109178045535715
1058,19364N2,26.5749,26.90255,1055.53,0.444202,0.7848,0.0,0.0,296,1.1602360645535714
1059,19365N2,26.33635,27.10766,1082.75,0.440527,0.7832,0.0,0.0,111,4.001939993839287
1060,19365N2,26.33635,27.10766,1082.75,0.440527,0.7832,0.0,0.0,231,1.6165425645535718
1061,19365N2,26.33635,27.10766,1082.75,0.440527,0.7832,0.0,0.0,296,1.1584128115178571
1062,19366N2,32.72044,32.89072,882.941,0.363404,0.8172,0.0,0.0,111,5.074541305714286
1063,19366N2,32.72044,32.89072,882.941,0.363404,0.8172,0.0,0.0,231,1.9838931011607146
1064,19366N2,32.72044,32.89072,882.941,0.363404,0.8172,0.0,0.0,296,1.4681646723214288
1065,19370N2,9.882,10.41104,1368.84,0.736052,0.6136,0.0,0.0,111,1.780425558035714
1066,19370N2,9.882,10.41104,1368.84,0.736052,0.6136,0.0,0.0,231,0.9638899877678573
1067,19370N2,9.882,10.41104,1368.84,0.736052,0.6136,0.0,0.0,296,0.6188256932142857
1068,19380N2,17.90942,18.38658,1153.06,0.597476,0.6992,0.0,0.0,111,2.8616373221428577
1069,19380N2,17.90942,18.38658,1153.06,0.597476,0.6992,0.0,0.0,231,1.0838838049107142
1070,19380N2,17.90942,18.38658,1153.06,0.597476,0.6992,0.0,0.0,296,0.751240763482143
1071,19390N2,13.04719,13.65159,1309.18,0.702818,0.6592,0.0,0.0,111,2.5440215150892858
1072,19390N2,13.04719,13.65159,1309.18,0.702818,0.6592,0.0,0.0,231,0.9950935313392859
1073,19390N2,13.04719,13.65159,1309.18,0.702818,0.6592,0.0,0.0,296,0.6626365721428572
1074,19401N3,7.81346,11.39389,2313.92,0.310713,0.8404,0.0,0.0,111,8.269247010714286
1075,19401N3,7.81346,11.39389,2313.92,0.310713,0.8404,0.0,0.0,231,2.910944678214286
1076,19401N3,7.81346,11.39389,2313.92,0.310713,0.8404,0.0,0.0,296,2.045137561875
1077,19410N2,31.43041,31.70594,1050.61,0.500051,0.7456,0.0,0.0,111,3.5573387524999998
1078,19410N2,31.43041,31.70594,1050.61,0.500051,0.7456,0.0,0.0,231,1.3873093461607144
1079,19410N2,31.43041,31.70594,1050.61,0.500051,0.7456,0.0,0.0,296,0.9784355913392857
1080,19411N2,33.15813,33.39228,1044.54,0.48924,0.7506,0.0,0.0,111,3.592590078660715
1081,19411N2,33.15813,33.39228,1044.54,0.48924,0.7506,0.0,0.0,231,1.4110120584821428
1082,19411N2,33.15813,33.39228,1044.54,0.48924,0.7506,0.0,0.0,296,1.0067670224107144
1083,19412N2,35.85063,36.23385,1001.52,0.488852,0.7544,0.0,0.0,111,3.607709330892858
1084,19412N2,35.85063,36.23385,1001.52,0.488852,0.7544,0.0,0.0,231,1.4327851753571428
1085,19412N2,35.85063,36.23385,1001.52,0.488852,0.7544,0.0,0.0,296,1.0271069415178573
1086,19413N2,29.04685,29.52403,943.151,0.410151,0.8126,0.0,0.0,111,4.726794560357143
1087,19413N2,29.04685,29.52403,943.151,0.410151,0.8126,0.0,0.0,231,1.8194379183035716
1088,19413N2,29.04685,29.52403,943.151,0.410151,0.8126,0.0,0.0,296,1.3130370545535714
1089,19420N3,18.87165,20.37546,1418.0,0.229766,0.878,0.0,0.0,111,9.596188342857143
1090,19420N3,18.87165,20.37546,1418.0,0.229766,0.878,0.0,0.0,231,3.6659501533928576
1091,19420N3,18.87165,20.37546,1418.0,0.229766,0.878,0.0,0.0,296,2.6565476803571433
1092,19421N3,25.6244,28.35191,1031.61,0.151002,0.9178,0.0,0.0,111,13.775428759821429
1093,19421N3,25.6244,28.35191,1031.61,0.151002,0.9178,0.0,0.0,231,5.433266154196429
1094,19421N3,25.6244,28.35191,1031.61,0.151002,0.9178,0.0,0.0,296,4.060609880178571
1095,19430N2,18.04379,18.22778,1204.99,0.561339,0.7092,0.0,0.0,111,3.331958714821429
1096,19430N2,18.04379,18.22778,1204.99,0.561339,0.7092,0.0,0.0,231,1.270259454107143
1097,19430N2,18.04379,18.22778,1204.99,0.561339,0.7092,0.0,0.0,296,0.8693738154464287
1098,19440N2,4.59431,5.74091,742.474,1.07122,0.4796,0.0,0.0,111,0.5332571803571429
1099,19440N2,4.59431,5.74091,742.474,1.07122,0.4796,0.0,0.0,231,0.3973784569642857
1100,19440N2,4.59431,5.74091,742.474,1.07122,0.4796,0.0,0.0,296,0.24439561562500003
1101,19441N2,4.66005,5.79003,748.008,1.06779,0.4852,0.0,0.0,111,0.5263506432142858
1102,19441N2,4.66005,5.79003,748.008,1.06779,0.4852,0.0,0.0,231,0.3945423628571429
1103,19441N2,4.66005,5.79003,748.008,1.06779,0.4852,0.0,0.0,296,0.246413851875
1104,19450N2,31.96461,32.55539,955.039,0.283472,0.8464,0.0,0.0,111,6.5400140178571435
1105,19450N2,31.96461,32.55539,955.039,0.283472,0.8464,0.0,0.0,231,2.627317111696429
1106,19450N2,31.96461,32.55539,955.039,0.283472,0.8464,0.0,0.0,296,1.9392821063392858
1107,19451N2,33.40283,33.61063,880.354,0.35895,0.8038,0.0,0.0,111,4.951176751875001
1108,19451N2,33.40283,33.61063,880.354,0.35895,0.8038,0.0,0.0,231,1.975830314464286
1109,19451N2,33.40283,33.61063,880.354,0.35895,0.8038,0.0,0.0,296,1.4429505691964284
