,name,PLD,LCD,ASA,Density,VF,site,ratio,T,DC
4519,21291N3,22.36852,23.30635,1266.37,0.377397,0.8178,1.0,0.5,231,0.8427383625892858
4520,21291N3,22.36852,23.30635,1266.37,0.377397,0.8178,1.0,0.5,296,0.6009240397321429
4521,21310N2,21.84494,22.34369,1115.45,0.436662,0.7758,1.0,1.0,111,0.7584358146428571
4522,21310N2,21.84494,22.34369,1115.45,0.436662,0.7758,1.0,1.0,231,0.4671659443750001
4523,21310N2,21.84494,22.34369,1115.45,0.436662,0.7758,1.0,1.0,296,0.3458881247321429
4524,21310N2,21.84494,22.34369,1115.45,0.436662,0.7758,1.0,0.5,111,1.3259921175892857
4525,21310N2,21.84494,22.34369,1115.45,0.436662,0.7758,1.0,0.5,231,0.7148871955357142
4526,21310N2,21.84494,22.34369,1115.45,0.436662,0.7758,1.0,0.5,296,0.5189597713392857
4527,21311N3,25.22524,25.83796,1053.2,0.41827,0.7854,1.0,1.0,111,0.7727352696428572
4528,21311N3,25.22524,25.83796,1053.2,0.41827,0.7854,1.0,1.0,231,0.5136596173214286
4529,21311N3,25.22524,25.83796,1053.2,0.41827,0.7854,1.0,1.0,296,0.3987215955357143
4530,21311N3,25.22524,25.83796,1053.2,0.41827,0.7854,1.0,0.5,111,1.4200208841964288
4531,21311N3,25.22524,25.83796,1053.2,0.41827,0.7854,1.0,0.5,231,0.7423941871428572
4532,21311N3,25.22524,25.83796,1053.2,0.41827,0.7854,1.0,0.5,296,0.5539864776785715
4533,21312N2,43.92127,44.22159,741.502,0.242289,0.8722,1.0,1.0,111,1.3547959627678574
4534,21312N2,43.92127,44.22159,741.502,0.242289,0.8722,1.0,1.0,231,0.7667238408928571
4535,21312N2,43.92127,44.22159,741.502,0.242289,0.8722,1.0,1.0,296,0.5633108151785715
4536,21312N2,43.92127,44.22159,741.502,0.242289,0.8722,1.0,0.5,111,2.331963553660714
4537,21312N2,43.92127,44.22159,741.502,0.242289,0.8722,1.0,0.5,231,1.1191014065178573
4538,21312N2,43.92127,44.22159,741.502,0.242289,0.8722,1.0,0.5,296,0.8317870074107143
4539,21313N3,44.58568,44.82728,751.634,0.250067,0.873,1.0,1.0,111,1.3088047911607144
4540,21313N3,44.58568,44.82728,751.634,0.250067,0.873,1.0,1.0,231,0.761824569732143
4541,21313N3,44.58568,44.82728,751.634,0.250067,0.873,1.0,1.0,296,0.573790483125
4542,21313N3,44.58568,44.82728,751.634,0.250067,0.873,1.0,0.5,111,2.2787548461607146
4543,21313N3,44.58568,44.82728,751.634,0.250067,0.873,1.0,0.5,231,1.155512412857143
4544,21313N3,44.58568,44.82728,751.634,0.250067,0.873,1.0,0.5,296,0.8630798672321429
4545,21314N2,29.50842,29.82144,959.622,0.370317,0.8182,1.0,1.0,111,0.9779103986607143
4546,21314N2,29.50842,29.82144,959.622,0.370317,0.8182,1.0,1.0,231,0.6161868283928572
4547,21314N2,29.50842,29.82144,959.622,0.370317,0.8182,1.0,1.0,296,0.45875647089285715
4548,21314N2,29.50842,29.82144,959.622,0.370317,0.8182,1.0,0.5,111,1.7600723883928573
4549,21314N2,29.50842,29.82144,959.622,0.370317,0.8182,1.0,0.5,231,0.8815753410714287
4550,21314N2,29.50842,29.82144,959.622,0.370317,0.8182,1.0,0.5,296,0.6376376223214286
4551,21315N3,27.93758,28.19065,985.28,0.39873,0.803,1.0,1.0,111,0.9046047359821429
4552,21315N3,27.93758,28.19065,985.28,0.39873,0.803,1.0,1.0,231,0.5784938683035714
4553,21315N3,27.93758,28.19065,985.28,0.39873,0.803,1.0,1.0,296,0.433831279375
4554,21315N3,27.93758,28.19065,985.28,0.39873,0.803,1.0,0.5,111,1.5987421500892858
4555,21315N3,27.93758,28.19065,985.28,0.39873,0.803,1.0,0.5,231,0.8719018475892857
4556,21315N3,27.93758,28.19065,985.28,0.39873,0.803,1.0,0.5,296,0.6250463891071428
4557,21320N2,18.07174,18.45842,1176.11,0.553442,0.7156,1.0,1.0,111,0.9737684400000001
4558,21320N2,18.07174,18.45842,1176.11,0.553442,0.7156,1.0,1.0,231,0.48928556107142857
4559,21320N2,18.07174,18.45842,1176.11,0.553442,0.7156,1.0,1.0,296,0.38873589535714287
4560,21320N2,18.07174,18.45842,1176.11,0.553442,0.7156,1.0,0.5,111,1.4828886466964286
4561,21320N2,18.07174,18.45842,1176.11,0.553442,0.7156,1.0,0.5,231,0.7351082128571428
4562,21320N2,18.07174,18.45842,1176.11,0.553442,0.7156,1.0,0.5,296,0.5506700860714286
4563,05001N2,19.11156,19.7302,1121.03,0.585485,0.7264,2.0,1.0,111,0.28661883928571436
4564,05001N2,19.11156,19.7302,1121.03,0.585485,0.7264,2.0,1.0,231,0.7403933894642858
4565,05001N2,19.11156,19.7302,1121.03,0.585485,0.7264,2.0,1.0,296,0.802622395357143
4566,05001N2,19.11156,19.7302,1121.03,0.585485,0.7264,2.0,0.5,111,1.010430160714286
4567,05001N2,19.11156,19.7302,1121.03,0.585485,0.7264,2.0,0.5,231,1.2709448783035715
4568,05001N2,19.11156,19.7302,1121.03,0.585485,0.7264,2.0,0.5,296,0.9420273775000001
4569,07000N2,25.76446,26.16246,960.045,0.458062,0.7796,2.0,1.0,111,0.3212835169642858
4570,07000N2,25.76446,26.16246,960.045,0.458062,0.7796,2.0,1.0,231,0.7464420491964285
4571,07000N2,25.76446,26.16246,960.045,0.458062,0.7796,2.0,1.0,296,0.8004504691964286
4572,07000N2,25.76446,26.16246,960.045,0.458062,0.7796,2.0,0.5,111,1.0277157758928568
4573,07000N2,25.76446,26.16246,960.045,0.458062,0.7796,2.0,0.5,231,1.3359025993750002
4574,07000N2,25.76446,26.16246,960.045,0.458062,0.7796,2.0,0.5,296,1.0902734220535715
4575,07002N2,14.44649,14.84694,1232.24,0.703127,0.6578,2.0,1.0,111,0.0777154383928572
4576,07002N2,14.44649,14.84694,1232.24,0.703127,0.6578,2.0,1.0,231,0.2879487528571428
4577,07002N2,14.44649,14.84694,1232.24,0.703127,0.6578,2.0,1.0,296,0.3969133082142856
4578,07002N2,14.44649,14.84694,1232.24,0.703127,0.6578,2.0,0.5,111,0.3049253276785716
4579,07002N2,14.44649,14.84694,1232.24,0.703127,0.6578,2.0,0.5,231,0.8299758240178571
4580,07002N2,14.44649,14.84694,1232.24,0.703127,0.6578,2.0,0.5,296,0.7840340033035715
4581,07010N3,8.05043,9.33026,2165.58,0.421687,0.7716,2.0,1.0,111,0.04646641875
4582,07010N3,8.05043,9.33026,2165.58,0.421687,0.7716,2.0,1.0,231,0.2602839678571429
4583,07010N3,8.05043,9.33026,2165.58,0.421687,0.7716,2.0,1.0,296,0.3608756463392858
4584,07010N3,8.05043,9.33026,2165.58,0.421687,0.7716,2.0,0.5,111,0.3293445544642859
4585,07010N3,8.05043,9.33026,2165.58,0.421687,0.7716,2.0,0.5,231,0.8775115500000003
4586,07010N3,8.05043,9.33026,2165.58,0.421687,0.7716,2.0,0.5,296,0.9902823066964287
4587,07011N3,8.65629,9.94867,2081.14,0.383123,0.792,2.0,1.0,111,0.0729053964285715
4588,07011N3,8.65629,9.94867,2081.14,0.383123,0.792,2.0,1.0,231,0.36334577232142856
4589,07011N3,8.65629,9.94867,2081.14,0.383123,0.792,2.0,1.0,296,0.49343226303571436
4590,07011N3,8.65629,9.94867,2081.14,0.383123,0.792,2.0,0.5,111,0.426320416964286
4591,07011N3,8.65629,9.94867,2081.14,0.383123,0.792,2.0,0.5,231,1.1268144267857143
4592,07011N3,8.65629,9.94867,2081.14,0.383123,0.792,2.0,0.5,296,1.1366291432142857
4593,07012N3,15.98748,18.94596,1163.54,0.180984,0.9034,2.0,1.0,111,2.3655583455357143
4594,07012N3,15.98748,18.94596,1163.54,0.180984,0.9034,2.0,1.0,231,2.400854214375
4595,07012N3,15.98748,18.94596,1163.54,0.180984,0.9034,2.0,1.0,296,1.701493745
4596,07012N3,15.98748,18.94596,1163.54,0.180984,0.9034,2.0,0.5,111,5.223871140178571
4597,07012N3,15.98748,18.94596,1163.54,0.180984,0.9034,2.0,0.5,231,2.708072934642857
4598,07012N3,15.98748,18.94596,1163.54,0.180984,0.9034,2.0,0.5,296,1.8575136091964286
4599,07013N3,18.97041,27.19302,1072.03,0.171077,0.9146,2.0,1.0,111,2.5329175723214283
4600,07013N3,18.97041,27.19302,1072.03,0.171077,0.9146,2.0,1.0,231,2.4170192872321428
4601,07013N3,18.97041,27.19302,1072.03,0.171077,0.9146,2.0,1.0,296,1.7335483490178571
4602,07013N3,18.97041,27.19302,1072.03,0.171077,0.9146,2.0,0.5,111,5.353179099107143
4603,07013N3,18.97041,27.19302,1072.03,0.171077,0.9146,2.0,0.5,231,2.7503673558928567
4604,07013N3,18.97041,27.19302,1072.03,0.171077,0.9146,2.0,0.5,296,1.8884336461607145
4605,08000N3,5.72195,10.04139,2268.91,0.519987,0.7302,2.0,1.0,111,0.10898776339285694
4606,08000N3,5.72195,10.04139,2268.91,0.519987,0.7302,2.0,1.0,231,0.38284431964285726
4607,08000N3,5.72195,10.04139,2268.91,0.519987,0.7302,2.0,1.0,296,0.5181077315178573
4608,08000N3,5.72195,10.04139,2268.91,0.519987,0.7302,2.0,0.5,111,0.3934846705357141
4609,08000N3,5.72195,10.04139,2268.91,0.519987,0.7302,2.0,0.5,231,1.0131259630357146
4610,08000N3,5.72195,10.04139,2268.91,0.519987,0.7302,2.0,0.5,296,0.9589145875892858
4611,09000N3,9.28044,9.64438,2087.49,0.501059,0.7342,2.0,1.0,111,0.019521346428571507
4612,09000N3,9.28044,9.64438,2087.49,0.501059,0.7342,2.0,1.0,231,0.1376464407142857
4613,09000N3,9.28044,9.64438,2087.49,0.501059,0.7342,2.0,1.0,296,0.1798591044642857
4614,09000N3,9.28044,9.64438,2087.49,0.501059,0.7342,2.0,0.5,111,0.15283948035714282
4615,09000N3,9.28044,9.64438,2087.49,0.501059,0.7342,2.0,0.5,231,0.4789068189285714
4616,09000N3,9.28044,9.64438,2087.49,0.501059,0.7342,2.0,0.5,296,0.5848549031250001
4617,10010N2,14.1481,14.38798,1191.14,0.759474,0.6466,2.0,1.0,111,0.19764199196428578
4618,10010N2,14.1481,14.38798,1191.14,0.759474,0.6466,2.0,1.0,231,0.6450603283928572
4619,10010N2,14.1481,14.38798,1191.14,0.759474,0.6466,2.0,1.0,296,0.7051781038392857
4620,10010N2,14.1481,14.38798,1191.14,0.759474,0.6466,2.0,0.5,111,0.6270050732142857
4621,10010N2,14.1481,14.38798,1191.14,0.759474,0.6466,2.0,0.5,231,1.0331157825000001
4622,10010N2,14.1481,14.38798,1191.14,0.759474,0.6466,2.0,0.5,296,0.7780865251785716
4623,10020N2,13.67833,14.12635,1281.33,0.635868,0.6708,2.0,1.0,111,0.01922190348214281
4624,10020N2,13.67833,14.12635,1281.33,0.635868,0.6708,2.0,1.0,231,0.06595084821428565
4625,10020N2,13.67833,14.12635,1281.33,0.635868,0.6708,2.0,1.0,296,0.08862737392857138
4626,10020N2,13.67833,14.12635,1281.33,0.635868,0.6708,2.0,0.5,111,0.08384556696428569
4627,10020N2,13.67833,14.12635,1281.33,0.635868,0.6708,2.0,0.5,231,0.2912437384821429
4628,10020N2,13.67833,14.12635,1281.33,0.635868,0.6708,2.0,0.5,296,0.3912656954464285
4629,11002N2,27.01523,27.2536,997.785,0.427085,0.7858,2.0,1.0,111,0.7847570294642857
4630,11002N2,27.01523,27.2536,997.785,0.427085,0.7858,2.0,1.0,231,0.9691110345535715
4631,11002N2,27.01523,27.2536,997.785,0.427085,0.7858,2.0,1.0,296,0.8187129833035715
4632,11002N2,27.01523,27.2536,997.785,0.427085,0.7858,2.0,0.5,111,1.7670709160714289
4633,11002N2,27.01523,27.2536,997.785,0.427085,0.7858,2.0,0.5,231,1.2054372131250002
4634,11002N2,27.01523,27.2536,997.785,0.427085,0.7858,2.0,0.5,296,0.9027472458035715
4635,11003N2,12.3481,13.11535,1811.05,0.493244,0.7448,2.0,1.0,111,0.36402901875
4636,11003N2,12.3481,13.11535,1811.05,0.493244,0.7448,2.0,1.0,231,0.8083373039285715
4637,11003N2,12.3481,13.11535,1811.05,0.493244,0.7448,2.0,1.0,296,0.7117529811607143
4638,11003N2,12.3481,13.11535,1811.05,0.493244,0.7448,2.0,0.5,111,1.0325230580357145
4639,11003N2,12.3481,13.11535,1811.05,0.493244,0.7448,2.0,0.5,231,1.12310454875
4640,11003N2,12.3481,13.11535,1811.05,0.493244,0.7448,2.0,0.5,296,0.7895291502678572
4641,11020N2,12.38825,12.79729,1412.35,0.61879,0.6886,2.0,1.0,111,0.04477385267857142
4642,11020N2,12.38825,12.79729,1412.35,0.61879,0.6886,2.0,1.0,231,0.21762227187500008
4643,11020N2,12.38825,12.79729,1412.35,0.61879,0.6886,2.0,1.0,296,0.28759617249999997
4644,11020N2,12.38825,12.79729,1412.35,0.61879,0.6886,2.0,0.5,111,0.281608655357143
4645,11020N2,12.38825,12.79729,1412.35,0.61879,0.6886,2.0,0.5,231,0.6792754560714286
4646,11020N2,12.38825,12.79729,1412.35,0.61879,0.6886,2.0,0.5,296,0.6839535420535714
4647,11030N2,14.70511,15.41679,1283.08,0.552143,0.7238,2.0,1.0,111,0.07167592410714281
4648,11030N2,14.70511,15.41679,1283.08,0.552143,0.7238,2.0,1.0,231,0.25931816607142866
4649,11030N2,14.70511,15.41679,1283.08,0.552143,0.7238,2.0,1.0,296,0.35801543919642853
4650,11030N2,14.70511,15.41679,1283.08,0.552143,0.7238,2.0,0.5,111,0.30361034910714274
4651,11030N2,14.70511,15.41679,1283.08,0.552143,0.7238,2.0,0.5,231,0.7775290486607144
4652,11030N2,14.70511,15.41679,1283.08,0.552143,0.7238,2.0,0.5,296,0.7449263504464286
4653,11031N2,26.26796,26.63908,1278.41,0.299763,0.8518,2.0,1.0,111,1.6535159026785713
4654,11031N2,26.26796,26.63908,1278.41,0.299763,0.8518,2.0,1.0,231,1.6722711104464287
4655,11031N2,26.26796,26.63908,1278.41,0.299763,0.8518,2.0,1.0,296,1.21680339125
4656,11031N2,26.26796,26.63908,1278.41,0.299763,0.8518,2.0,0.5,111,3.2062618785714285
4657,11031N2,26.26796,26.63908,1278.41,0.299763,0.8518,2.0,0.5,231,1.9635852295535716
4658,11031N2,26.26796,26.63908,1278.41,0.299763,0.8518,2.0,0.5,296,1.3567911900000003
4659,11040N2,32.78879,32.93058,874.708,0.344509,0.8282,2.0,1.0,111,0.8865997383928573
4660,11040N2,32.78879,32.93058,874.708,0.344509,0.8282,2.0,1.0,231,1.206236648482143
4661,11040N2,32.78879,32.93058,874.708,0.344509,0.8282,2.0,1.0,296,1.083173256339286
4662,11040N2,32.78879,32.93058,874.708,0.344509,0.8282,2.0,0.5,111,2.1102560366071432
4663,11040N2,32.78879,32.93058,874.708,0.344509,0.8282,2.0,0.5,231,1.6302821197321427
4664,11040N2,32.78879,32.93058,874.708,0.344509,0.8282,2.0,0.5,296,1.2042247483035715
4665,12000N2,13.08464,13.44419,1286.3,0.741116,0.6496,2.0,1.0,111,0.040977577678571464
4666,12000N2,13.08464,13.44419,1286.3,0.741116,0.6496,2.0,1.0,231,0.21149419312499998
4667,12000N2,13.08464,13.44419,1286.3,0.741116,0.6496,2.0,1.0,296,0.26917439339285715
4668,12000N2,13.08464,13.44419,1286.3,0.741116,0.6496,2.0,0.5,111,0.20467641964285713
4669,12000N2,13.08464,13.44419,1286.3,0.741116,0.6496,2.0,0.5,231,0.618062449375
4670,12000N2,13.08464,13.44419,1286.3,0.741116,0.6496,2.0,0.5,296,0.6378226512500001
4671,12010N2,18.60733,19.07485,1106.88,0.598516,0.7028,2.0,1.0,111,0.2012320785714285
4672,12010N2,18.60733,19.07485,1106.88,0.598516,0.7028,2.0,1.0,231,0.5881650198214287
4673,12010N2,18.60733,19.07485,1106.88,0.598516,0.7028,2.0,1.0,296,0.6501094655357144
4674,12010N2,18.60733,19.07485,1106.88,0.598516,0.7028,2.0,0.5,111,0.6887544500000001
4675,12010N2,18.60733,19.07485,1106.88,0.598516,0.7028,2.0,0.5,231,1.0168485808928571
4676,12010N2,18.60733,19.07485,1106.88,0.598516,0.7028,2.0,0.5,296,0.8284128818750001
4677,12011N2,18.63318,19.15145,1102.73,0.639688,0.7,2.0,1.0,111,0.19912666517857122
4678,12011N2,18.63318,19.15145,1102.73,0.639688,0.7,2.0,1.0,231,0.5728690774107144
4679,12011N2,18.63318,19.15145,1102.73,0.639688,0.7,2.0,1.0,296,0.6308321473214287
4680,12011N2,18.63318,19.15145,1102.73,0.639688,0.7,2.0,0.5,111,0.6812038294642859
4681,12011N2,18.63318,19.15145,1102.73,0.639688,0.7,2.0,0.5,231,0.9962044683928571
4682,12011N2,18.63318,19.15145,1102.73,0.639688,0.7,2.0,0.5,296,0.812179115267857
4683,12012N2,18.56991,19.12853,1105.37,0.641198,0.7002,2.0,1.0,111,0.19536034910714287
4684,12012N2,18.56991,19.12853,1105.37,0.641198,0.7002,2.0,1.0,231,0.5736834977678572
4685,12012N2,18.56991,19.12853,1105.37,0.641198,0.7002,2.0,1.0,296,0.63435987375
4686,12012N2,18.56991,19.12853,1105.37,0.641198,0.7002,2.0,0.5,111,0.6993738857142857
4687,12012N2,18.56991,19.12853,1105.37,0.641198,0.7002,2.0,0.5,231,0.9464456660714288
4688,12012N2,18.56991,19.12853,1105.37,0.641198,0.7002,2.0,0.5,296,0.7898403595535715
4689,12022N2,23.79996,24.06552,1059.65,0.521619,0.7636,2.0,1.0,111,0.4301846455357142
4690,12022N2,23.79996,24.06552,1059.65,0.521619,0.7636,2.0,1.0,231,0.9341549411607143
4691,12022N2,23.79996,24.06552,1059.65,0.521619,0.7636,2.0,1.0,296,0.9143025211607143
4692,12022N2,23.79996,24.06552,1059.65,0.521619,0.7636,2.0,0.5,111,1.2880446687500002
4693,12022N2,23.79996,24.06552,1059.65,0.521619,0.7636,2.0,0.5,231,1.3498407835714286
4694,12022N2,23.79996,24.06552,1059.65,0.521619,0.7636,2.0,0.5,296,1.0080614960714287
4695,12023N2,24.14477,24.58257,966.264,0.576825,0.748,2.0,1.0,111,0.6730698339285714
4696,12023N2,24.14477,24.58257,966.264,0.576825,0.748,2.0,1.0,231,1.0451284542857144
4697,12023N2,24.14477,24.58257,966.264,0.576825,0.748,2.0,1.0,296,0.9011660290178571
4698,12023N2,24.14477,24.58257,966.264,0.576825,0.748,2.0,0.5,111,1.5820833625000004
4699,12023N2,24.14477,24.58257,966.264,0.576825,0.748,2.0,0.5,231,1.2443836804464288
4700,12023N2,24.14477,24.58257,966.264,0.576825,0.748,2.0,0.5,296,0.9113686104464286
4701,12024N2,27.59758,28.05485,985.206,0.463061,0.7864,2.0,1.0,111,0.38744296875
4702,12024N2,27.59758,28.05485,985.206,0.463061,0.7864,2.0,1.0,231,0.8215894438392859
4703,12024N2,27.59758,28.05485,985.206,0.463061,0.7864,2.0,1.0,296,0.8447135960714286
4704,12024N2,27.59758,28.05485,985.206,0.463061,0.7864,2.0,0.5,111,1.1933032026785713
4705,12024N2,27.59758,28.05485,985.206,0.463061,0.7864,2.0,0.5,231,1.3268132407142859
4706,12024N2,27.59758,28.05485,985.206,0.463061,0.7864,2.0,0.5,296,1.0452620150892857
4707,12040N2,18.88103,19.14047,1119.29,0.643516,0.6834,2.0,1.0,111,0.2275545267857144
4708,12040N2,18.88103,19.14047,1119.29,0.643516,0.6834,2.0,1.0,231,0.6095862690178572
4709,12040N2,18.88103,19.14047,1119.29,0.643516,0.6834,2.0,1.0,296,0.6772823547321428
4710,12040N2,18.88103,19.14047,1119.29,0.643516,0.6834,2.0,0.5,111,0.7261300723214283
4711,12040N2,18.88103,19.14047,1119.29,0.643516,0.6834,2.0,0.5,231,1.086837992232143
4712,12040N2,18.88103,19.14047,1119.29,0.643516,0.6834,2.0,0.5,296,0.8397787896428572
4713,12050N2,9.25945,9.46302,1229.41,0.832544,0.5424,2.0,0.5,111,0.037923894732142846
4714,12050N2,9.25945,9.46302,1229.41,0.832544,0.5424,2.0,0.5,231,0.13012984526785717
4715,12050N2,9.25945,9.46302,1229.41,0.832544,0.5424,2.0,0.5,296,0.168535493125
4716,12060N2,14.35044,14.61678,1196.22,0.818509,0.6456,2.0,1.0,111,0.19662307857142863
4717,12060N2,14.35044,14.61678,1196.22,0.818509,0.6456,2.0,1.0,231,0.6233746945535714
4718,12060N2,14.35044,14.61678,1196.22,0.818509,0.6456,2.0,1.0,296,0.6853485948214287
4719,12060N2,14.35044,14.61678,1196.22,0.818509,0.6456,2.0,0.5,111,0.6266390312500001
4720,12060N2,14.35044,14.61678,1196.22,0.818509,0.6456,2.0,0.5,231,0.9716869850892857
4721,12060N2,14.35044,14.61678,1196.22,0.818509,0.6456,2.0,0.5,296,0.7450783289285715
4722,12061N2,14.27275,14.54875,1199.58,0.819318,0.6452,2.0,1.0,111,0.19790284553571444
4723,12061N2,14.27275,14.54875,1199.58,0.819318,0.6452,2.0,1.0,231,0.6182714246428572
4724,12061N2,14.27275,14.54875,1199.58,0.819318,0.6452,2.0,1.0,296,0.6824681564285715
4725,12061N2,14.27275,14.54875,1199.58,0.819318,0.6452,2.0,0.5,111,0.6429120142857142
4726,12061N2,14.27275,14.54875,1199.58,0.819318,0.6452,2.0,0.5,231,0.9429854723214287
4727,12061N2,14.27275,14.54875,1199.58,0.819318,0.6452,2.0,0.5,296,0.7342858741964285
4728,12062N2,13.87891,14.29827,1202.09,0.839477,0.6314,2.0,1.0,111,0.1864473187499998
4729,12062N2,13.87891,14.29827,1202.09,0.839477,0.6314,2.0,1.0,231,0.582281510625
4730,12062N2,13.87891,14.29827,1202.09,0.839477,0.6314,2.0,1.0,296,0.6568367586607143
4731,12062N2,13.87891,14.29827,1202.09,0.839477,0.6314,2.0,0.5,111,0.6036996044642857
4732,12062N2,13.87891,14.29827,1202.09,0.839477,0.6314,2.0,0.5,231,0.9078354961607144
4733,12062N2,13.87891,14.29827,1202.09,0.839477,0.6314,2.0,0.5,296,0.718456365357143
4734,13010N2,26.21819,26.46291,891.25,0.579132,0.7198,2.0,1.0,111,0.7035297651785716
4735,13010N2,26.21819,26.46291,891.25,0.579132,0.7198,2.0,1.0,231,1.1358458508928573
4736,13010N2,26.21819,26.46291,891.25,0.579132,0.7198,2.0,1.0,296,0.8931657612500001
4737,13010N2,26.21819,26.46291,891.25,0.579132,0.7198,2.0,0.5,111,1.7721347794642854
4738,13010N2,26.21819,26.46291,891.25,0.579132,0.7198,2.0,0.5,231,1.191991925357143
4739,13010N2,26.21819,26.46291,891.25,0.579132,0.7198,2.0,0.5,296,0.8447111546428572
4740,13012N2,32.33396,32.66085,813.849,0.470374,0.7724,2.0,1.0,111,0.6093634357142855
4741,13012N2,32.33396,32.66085,813.849,0.470374,0.7724,2.0,1.0,231,1.0594518391071428
4742,13012N2,32.33396,32.66085,813.849,0.470374,0.7724,2.0,1.0,296,0.9402312186607145
4743,13012N2,32.33396,32.66085,813.849,0.470374,0.7724,2.0,0.5,111,1.6632924473214283
4744,13012N2,32.33396,32.66085,813.849,0.470374,0.7724,2.0,0.5,231,1.4186059204464285
4745,13012N2,32.33396,32.66085,813.849,0.470374,0.7724,2.0,0.5,296,1.0235985192857144
4746,13020N2,26.63581,27.27431,1160.66,0.274002,0.863,2.0,1.0,111,2.160251664285714
4747,13020N2,26.63581,27.27431,1160.66,0.274002,0.863,2.0,1.0,231,1.982805264375
4748,13020N2,26.63581,27.27431,1160.66,0.274002,0.863,2.0,1.0,296,1.3905148055357146
4749,13020N2,26.63581,27.27431,1160.66,0.274002,0.863,2.0,0.5,111,4.142684376785715
4750,13020N2,26.63581,27.27431,1160.66,0.274002,0.863,2.0,0.5,231,2.273932764464286
4751,13020N2,26.63581,27.27431,1160.66,0.274002,0.863,2.0,0.5,296,1.5452096762500003
4752,13040N3,5.66415,6.16039,877.867,1.01261,0.4652,2.0,0.5,111,0.02173525321428572
4753,13040N3,5.66415,6.16039,877.867,1.01261,0.4652,2.0,0.5,231,0.03950941169642857
4754,13040N3,5.66415,6.16039,877.867,1.01261,0.4652,2.0,0.5,296,0.04993966830357141
4755,13060N2,9.71447,11.54845,1487.08,0.669197,0.6466,2.0,1.0,111,0.02565518214285713
4756,13060N2,9.71447,11.54845,1487.08,0.669197,0.6466,2.0,1.0,231,0.16939636785714293
4757,13060N2,9.71447,11.54845,1487.08,0.669197,0.6466,2.0,1.0,296,0.22936171044642853
4758,13060N2,9.71447,11.54845,1487.08,0.669197,0.6466,2.0,0.5,111,0.19470841964285693
4759,13060N2,9.71447,11.54845,1487.08,0.669197,0.6466,2.0,0.5,231,0.5404236273214287
4760,13060N2,9.71447,11.54845,1487.08,0.669197,0.6466,2.0,0.5,296,0.6140559441964285
4761,13072N2,19.51535,19.94726,1115.83,0.598194,0.7116,2.0,1.0,111,2.2194112625000004
4762,13072N2,19.51535,19.94726,1115.83,0.598194,0.7116,2.0,1.0,231,1.219914944732143
4763,13072N2,19.51535,19.94726,1115.83,0.598194,0.7116,2.0,1.0,296,0.8321902955357143
4764,13072N2,19.51535,19.94726,1115.83,0.598194,0.7116,2.0,0.5,111,3.010375512232143
4765,13072N2,19.51535,19.94726,1115.83,0.598194,0.7116,2.0,0.5,231,1.1648918734821427
4766,13072N2,19.51535,19.94726,1115.83,0.598194,0.7116,2.0,0.5,296,0.8213222258035715
4767,13100N2,18.41775,19.07895,1224.74,0.48227,0.7502,2.0,1.0,111,0.06943358482142876
4768,13100N2,18.41775,19.07895,1224.74,0.48227,0.7502,2.0,1.0,231,0.2958732511607143
4769,13100N2,18.41775,19.07895,1224.74,0.48227,0.7502,2.0,1.0,296,0.41305423892857146
4770,13100N2,18.41775,19.07895,1224.74,0.48227,0.7502,2.0,0.5,111,0.3505616660714285
4771,13100N2,18.41775,19.07895,1224.74,0.48227,0.7502,2.0,0.5,231,0.9116249938392856
4772,13100N2,18.41775,19.07895,1224.74,0.48227,0.7502,2.0,0.5,296,0.8806621043749999
4773,13110N2,11.21613,11.58627,1408.38,0.740952,0.6642,2.0,1.0,111,0.07450224017857142
4774,13110N2,11.21613,11.58627,1408.38,0.740952,0.6642,2.0,1.0,231,0.26419544517857146
4775,13110N2,11.21613,11.58627,1408.38,0.740952,0.6642,2.0,1.0,296,0.35841284785714295
4776,13110N2,11.21613,11.58627,1408.38,0.740952,0.6642,2.0,0.5,111,0.27042859196428587
4777,13110N2,11.21613,11.58627,1408.38,0.740952,0.6642,2.0,0.5,231,0.6889266185714286
4778,13110N2,11.21613,11.58627,1408.38,0.740952,0.6642,2.0,0.5,296,0.6510088919642857
4779,13120N2,13.14222,13.52573,1287.14,0.661192,0.6736,2.0,1.0,111,-0.0007572208928571404
4780,13120N2,13.14222,13.52573,1287.14,0.661192,0.6736,2.0,1.0,231,0.042008155982142886
4781,13120N2,13.14222,13.52573,1287.14,0.661192,0.6736,2.0,1.0,296,0.06348618491071427
4782,13120N2,13.14222,13.52573,1287.14,0.661192,0.6736,2.0,0.5,111,0.03971456607142852
4783,13120N2,13.14222,13.52573,1287.14,0.661192,0.6736,2.0,0.5,231,0.18328530660714287
4784,13120N2,13.14222,13.52573,1287.14,0.661192,0.6736,2.0,0.5,296,0.26720998517857153
4785,13121N2,19.30853,19.5919,1142.48,0.52667,0.7306,2.0,1.0,111,0.010001444642857255
4786,13121N2,19.30853,19.5919,1142.48,0.52667,0.7306,2.0,1.0,231,0.11198315035714287
4787,13121N2,19.30853,19.5919,1142.48,0.52667,0.7306,2.0,1.0,296,0.16280619383928568
4788,13121N2,19.30853,19.5919,1142.48,0.52667,0.7306,2.0,0.5,111,0.13637585357142848
4789,13121N2,19.30853,19.5919,1142.48,0.52667,0.7306,2.0,0.5,231,0.43555128624999995
