,name,smile
210,16211N2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
211,16220N2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
212,16230N2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
213,16240C2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[Br-].[Br-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
214,16241C2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[Cl-].[Cl-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
215,16242C2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[I-].[I-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
216,16250N3.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3]
217,16251N3.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3]
218,16260N2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2]
219,16270N2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3]
220,16271N2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3]
221,16272N2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3]
222,16273N2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2].[S-2]
223,16280C2.cif,C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.C.[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[H-].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3].[N-3]
